"Plot Title: 10771271"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 10771271, SEN S/N: 10775624)","Water Content, m³/m³ (LGR S/N: 10771271, SEN S/N: 10775629)"
1,06/20/16 10:22:59 AM,0.2574,0.3126
2,06/20/16 10:52:59 AM,0.2567,0.3133
3,06/20/16 11:22:59 AM,0.2560,0.3126
4,06/20/16 11:52:59 AM,0.2560,0.3126
5,06/20/16 12:22:59 PM,0.2560,0.3119
6,06/20/16 12:52:59 PM,0.2560,0.3119
7,06/20/16 01:22:59 PM,0.2552,0.3119
8,06/20/16 01:52:59 PM,0.2552,0.3112
9,06/20/16 02:22:59 PM,0.2552,0.3112
10,06/20/16 02:52:59 PM,0.2545,0.3112
11,06/20/16 03:22:59 PM,0.2552,0.3104
12,06/20/16 03:52:59 PM,0.2545,0.3104
13,06/20/16 04:22:59 PM,0.2538,0.3104
14,06/20/16 04:52:59 PM,0.2538,0.3097
15,06/20/16 05:22:59 PM,0.2530,0.3097
16,06/20/16 05:52:59 PM,0.2530,0.3097
17,06/20/16 06:22:59 PM,0.2530,0.3090
18,06/20/16 06:52:59 PM,0.2530,0.3097
19,06/20/16 07:22:59 PM,0.2530,0.3090
20,06/20/16 07:52:59 PM,0.2530,0.3090
21,06/20/16 08:22:59 PM,0.2523,0.3090
22,06/20/16 08:52:59 PM,0.2523,0.3090
23,06/20/16 09:22:59 PM,0.2523,0.3090
24,06/20/16 09:52:59 PM,0.2523,0.3090
25,06/20/16 10:22:59 PM,0.2523,0.3090
26,06/20/16 10:52:59 PM,0.2516,0.3090
27,06/20/16 11:22:59 PM,0.2516,0.3090
28,06/20/16 11:52:59 PM,0.2523,0.3090
29,06/21/16 12:22:59 AM,0.2523,0.3097
30,06/21/16 12:52:59 AM,0.2516,0.3090
31,06/21/16 01:22:59 AM,0.2516,0.3090
32,06/21/16 01:52:59 AM,0.2516,0.3090
33,06/21/16 02:22:59 AM,0.2516,0.3090
34,06/21/16 02:52:59 AM,0.2516,0.3090
35,06/21/16 03:22:59 AM,0.2516,0.3090
36,06/21/16 03:52:59 AM,0.2516,0.3090
37,06/21/16 04:22:59 AM,0.2516,0.3090
38,06/21/16 04:52:59 AM,0.2516,0.3090
39,06/21/16 05:22:59 AM,0.2516,0.3090
40,06/21/16 05:52:59 AM,0.2516,0.3090
41,06/21/16 06:22:59 AM,0.2509,0.3090
42,06/21/16 06:52:59 AM,0.2509,0.3090
43,06/21/16 07:22:59 AM,0.2516,0.3090
44,06/21/16 07:52:59 AM,0.2509,0.3090
45,06/21/16 08:22:59 AM,0.2509,0.3090
46,06/21/16 08:52:59 AM,0.2509,0.3090
47,06/21/16 09:22:59 AM,0.2509,0.3082
48,06/21/16 09:52:59 AM,0.2509,0.3082
49,06/21/16 10:22:59 AM,0.2501,0.3082
50,06/21/16 10:52:59 AM,0.2501,0.3082
51,06/21/16 11:22:59 AM,0.2501,0.3082
52,06/21/16 11:52:59 AM,0.2501,0.3075
53,06/21/16 12:22:59 PM,0.2494,0.3075
54,06/21/16 12:52:59 PM,0.2501,0.3075
55,06/21/16 01:22:59 PM,0.2494,0.3075
56,06/21/16 01:52:59 PM,0.2494,0.3068
57,06/21/16 02:22:59 PM,0.2494,0.3068
58,06/21/16 02:52:59 PM,0.2487,0.3068
59,06/21/16 03:22:59 PM,0.2494,0.3068
60,06/21/16 03:52:59 PM,0.2487,0.3061
61,06/21/16 04:22:59 PM,0.2487,0.3061
62,06/21/16 04:52:59 PM,0.2487,0.3053
63,06/21/16 05:22:59 PM,0.2480,0.3053
64,06/21/16 05:52:59 PM,0.2480,0.3053
65,06/21/16 06:22:59 PM,0.2480,0.3053
66,06/21/16 06:52:59 PM,0.2480,0.3053
67,06/21/16 07:22:59 PM,0.2480,0.3053
68,06/21/16 07:52:59 PM,0.2480,0.3053
69,06/21/16 08:22:59 PM,0.2472,0.3046
70,06/21/16 08:52:59 PM,0.2472,0.3046
71,06/21/16 09:22:59 PM,0.2472,0.3046
72,06/21/16 09:52:59 PM,0.2472,0.3046
73,06/21/16 10:22:59 PM,0.2472,0.3046
74,06/21/16 10:52:59 PM,0.2472,0.3046
75,06/21/16 11:22:59 PM,0.2465,0.3046
76,06/21/16 11:52:59 PM,0.2472,0.3046
77,06/22/16 12:22:59 AM,0.2472,0.3046
78,06/22/16 12:52:59 AM,0.2472,0.3046
79,06/22/16 01:22:59 AM,0.2465,0.3046
80,06/22/16 01:52:59 AM,0.2472,0.3046
81,06/22/16 02:22:59 AM,0.2472,0.3046
82,06/22/16 02:52:59 AM,0.2465,0.3046
83,06/22/16 03:22:59 AM,0.2472,0.3046
84,06/22/16 03:52:59 AM,0.2465,0.3046
85,06/22/16 04:22:59 AM,0.2465,0.3046
86,06/22/16 04:52:59 AM,0.2465,0.3046
87,06/22/16 05:22:59 AM,0.2465,0.3046
88,06/22/16 05:52:59 AM,0.2465,0.3053
89,06/22/16 06:22:59 AM,0.2465,0.3046
90,06/22/16 06:52:59 AM,0.2465,0.3046
91,06/22/16 07:22:59 AM,0.2465,0.3046
92,06/22/16 07:52:59 AM,0.2465,0.3046
93,06/22/16 08:22:59 AM,0.2458,0.3046
94,06/22/16 08:52:59 AM,0.2465,0.3046
95,06/22/16 09:22:59 AM,0.2458,0.3039
96,06/22/16 09:52:59 AM,0.2458,0.3039
97,06/22/16 10:22:59 AM,0.2458,0.3039
98,06/22/16 10:52:59 AM,0.2458,0.3039
99,06/22/16 11:22:59 AM,0.2451,0.3039
100,06/22/16 11:52:59 AM,0.2451,0.3032
101,06/22/16 12:22:59 PM,0.2451,0.3032
102,06/22/16 12:52:59 PM,0.2451,0.3032
103,06/22/16 01:22:59 PM,0.2443,0.3032
104,06/22/16 01:52:59 PM,0.2451,0.3032
105,06/22/16 02:22:59 PM,0.2443,0.3024
106,06/22/16 02:52:59 PM,0.2443,0.3024
107,06/22/16 03:22:59 PM,0.2443,0.3024
108,06/22/16 03:52:59 PM,0.2443,0.3024
109,06/22/16 04:22:59 PM,0.2443,0.3017
110,06/22/16 04:52:59 PM,0.2443,0.3017
111,06/22/16 05:22:59 PM,0.2443,0.3017
112,06/22/16 05:52:59 PM,0.2436,0.3017
113,06/22/16 06:22:59 PM,0.2436,0.3010
114,06/22/16 06:52:59 PM,0.2436,0.3010
115,06/22/16 07:22:59 PM,0.2436,0.3010
116,06/22/16 07:52:59 PM,0.2436,0.3010
117,06/22/16 08:22:59 PM,0.2436,0.3010
118,06/22/16 08:52:59 PM,0.2436,0.3010
119,06/22/16 09:22:59 PM,0.2429,0.3010
120,06/22/16 09:52:59 PM,0.2429,0.3003
121,06/22/16 10:22:59 PM,0.2429,0.3003
122,06/22/16 10:52:59 PM,0.2429,0.3010
123,06/22/16 11:22:59 PM,0.2436,0.3010
124,06/22/16 11:52:59 PM,0.2429,0.3010
125,06/23/16 12:22:59 AM,0.2429,0.3010
126,06/23/16 12:52:59 AM,0.2429,0.3010
127,06/23/16 01:22:59 AM,0.2429,0.3010
