"Plot Title: 20376530"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20376530, SEN S/N: 20376530)","Coupler Detached (LGR S/N: 20376530)","Bad Battery (LGR S/N: 20376530)","Good Battery (LGR S/N: 20376530)","End Of File (LGR S/N: 20376530)"
2930,02/18/20 02:34:12 PM,13.365,,,,
2931,02/18/20 04:34:12 PM,13.558,,,,
2932,02/18/20 06:34:12 PM,13.269,,,,
2933,02/18/20 08:34:12 PM,13.076,,,,
2934,02/18/20 10:34:12 PM,12.980,,,,
2935,02/19/20 12:34:12 AM,12.883,,,,
2936,02/19/20 02:34:12 AM,13.076,,,,
2937,02/19/20 04:34:12 AM,13.173,,,,
2938,02/19/20 06:34:12 AM,13.269,,,,
2939,02/19/20 08:34:12 AM,13.269,,,,
2940,02/19/20 10:34:12 AM,13.654,,,,
2941,02/19/20 12:34:12 PM,13.750,,,,
2942,02/19/20 02:34:12 PM,13.461,,,,
2943,02/19/20 04:34:12 PM,13.269,,,,
2944,02/19/20 06:34:12 PM,12.690,,,,
2945,02/19/20 08:34:12 PM,12.207,,,,
2946,02/19/20 10:34:12 PM,11.916,,,,
2947,02/20/20 12:34:12 AM,11.528,,,,
2948,02/20/20 02:34:12 AM,11.236,,,,
2949,02/20/20 04:34:12 AM,11.139,,,,
2950,02/20/20 06:34:12 AM,10.944,,,,
2951,02/20/20 08:34:12 AM,10.846,,,,
2952,02/20/20 10:34:12 AM,10.748,,,,
2953,02/20/20 12:34:12 PM,10.748,,,,
2954,02/20/20 02:34:12 PM,10.553,,,,
2955,02/20/20 04:34:12 PM,10.259,,,,
2956,02/20/20 06:34:12 PM,10.063,,,,
2957,02/20/20 08:34:12 PM,9.669,,,,
2958,02/20/20 10:34:12 PM,9.275,,,,
2959,02/21/20 12:34:12 AM,9.077,,,,
2960,02/21/20 02:34:12 AM,9.077,,,,
2961,02/21/20 04:34:12 AM,8.779,,,,
2962,02/21/20 06:34:12 AM,8.680,,,,
2963,02/21/20 08:34:12 AM,8.481,,,,
2964,02/21/20 10:34:12 AM,8.581,,,,
2965,02/21/20 12:34:12 PM,8.879,,,,
2966,02/21/20 02:34:12 PM,9.571,,,,
2967,02/21/20 04:34:12 PM,9.472,,,,
2968,02/21/20 06:34:12 PM,8.978,,,,
2969,02/21/20 08:34:12 PM,7.882,,,,
2970,02/21/20 10:34:12 PM,7.079,,,,
2971,02/22/20 12:34:12 AM,6.370,,,,
2972,02/22/20 02:34:12 AM,5.655,,,,
2973,02/22/20 04:34:12 AM,5.141,,,,
2974,02/22/20 06:34:12 AM,4.727,,,,
2975,02/22/20 08:34:12 AM,4.311,,,,
2976,02/22/20 10:34:12 AM,5.757,,,,
2977,02/22/20 12:34:12 PM,7.582,,,,
2978,02/22/20 02:34:12 PM,8.581,,,,
2979,02/22/20 04:34:12 PM,8.978,,,,
2980,02/22/20 06:34:12 PM,8.481,,,,
2981,02/22/20 08:34:12 PM,6.978,,,,
2982,02/22/20 10:34:12 PM,6.166,,,,
2983,02/23/20 12:34:12 AM,5.655,,,,
2984,02/23/20 02:34:12 AM,5.244,,,,
2985,02/23/20 04:34:12 AM,4.831,,,,
2986,02/23/20 06:34:12 AM,4.519,,,,
2987,02/23/20 08:34:12 AM,4.415,,,,
2988,02/23/20 10:34:12 AM,6.268,,,,
2989,02/23/20 12:34:12 PM,8.382,,,,
2990,02/23/20 02:34:12 PM,9.472,,,,
2991,02/23/20 04:34:12 PM,9.768,,,,
2992,02/23/20 06:34:12 PM,9.373,,,,
2993,02/23/20 08:34:12 PM,7.682,,,,
2994,02/23/20 10:34:12 PM,7.381,,,,
2995,02/24/20 12:34:12 AM,7.381,,,,
2996,02/24/20 02:34:12 AM,7.682,,,,
2997,02/24/20 04:34:12 AM,7.983,,,,
2998,02/24/20 06:34:12 AM,8.082,,,,
2999,02/24/20 08:34:12 AM,8.481,,,,
3000,02/24/20 10:34:12 AM,9.176,,,,
3001,02/24/20 12:34:12 PM,9.965,,,,
3002,02/24/20 02:34:12 PM,10.455,,,,
3003,02/24/20 04:34:12 PM,10.455,,,,
3004,02/24/20 06:34:12 PM,10.357,,,,
3005,02/24/20 08:34:12 PM,10.161,,,,
3006,02/24/20 10:34:12 PM,10.161,,,,
3007,02/25/20 12:34:12 AM,10.161,,,,
3008,02/25/20 02:34:12 AM,10.259,,,,
3009,02/25/20 04:34:12 AM,10.357,,,,
3010,02/25/20 06:34:12 AM,10.455,,,,
3011,02/25/20 08:34:12 AM,10.651,,,,
3012,02/25/20 10:34:12 AM,11.139,,,,
3013,02/25/20 12:34:12 PM,12.110,,,,
3014,02/25/20 02:34:12 PM,13.269,,,,
3015,02/25/20 04:34:12 PM,13.654,,,,
3016,02/25/20 06:34:12 PM,13.269,,,,
3017,02/25/20 08:34:12 PM,12.594,,,,
3018,02/25/20 10:34:12 PM,12.304,,,,
3019,02/26/20 12:34:12 AM,12.304,,,,
3020,02/26/20 02:34:12 AM,12.497,,,,
3021,02/26/20 04:34:12 AM,12.883,,,,
3022,02/26/20 06:34:12 AM,12.787,,,,
3023,02/26/20 08:34:12 AM,12.980,,,,
3024,02/26/20 10:34:12 AM,13.461,,,,
3025,02/26/20 12:34:12 PM,14.325,,,,
3026,02/26/20 02:34:12 PM,14.709,,,,
3027,02/26/20 04:34:12 PM,14.900,,,,
3028,02/26/20 06:34:12 PM,14.517,,,,
3029,02/26/20 08:34:12 PM,14.038,,,,
3030,02/26/20 10:34:12 PM,13.846,,,,
3031,02/27/20 12:34:12 AM,13.558,,,,
3032,02/27/20 02:34:12 AM,12.980,,,,
3033,02/27/20 04:34:12 AM,11.819,,,,
3034,02/27/20 06:34:12 AM,10.944,,,,
3035,02/27/20 08:34:12 AM,10.259,,,,
3036,02/27/20 10:34:12 AM,11.139,,,,
3037,02/27/20 12:34:12 PM,12.304,,,,
3038,02/27/20 02:34:12 PM,12.690,,,,
3039,02/27/20 04:34:12 PM,12.497,,,,
3040,02/27/20 06:34:12 PM,11.722,,,,
3041,02/27/20 08:34:12 PM,9.768,,,,
3042,02/27/20 10:34:12 PM,8.779,,,,
3043,02/28/20 12:34:12 AM,8.082,,,,
3044,02/28/20 02:34:12 AM,7.582,,,,
3045,02/28/20 04:34:12 AM,7.079,,,,
3046,02/28/20 06:34:12 AM,6.573,,,,
3047,02/28/20 08:34:12 AM,6.370,,,,
3048,02/28/20 10:34:12 AM,8.282,,,,
3049,02/28/20 12:34:12 PM,9.866,,,,
3050,02/28/20 02:34:12 PM,10.651,,,,
3051,02/28/20 04:34:12 PM,10.651,,,,
3052,02/28/20 06:34:12 PM,10.357,,,,
3053,02/28/20 08:34:12 PM,8.779,,,,
3054,02/28/20 10:34:12 PM,8.182,,,,
3055,02/29/20 12:34:12 AM,7.682,,,,
3056,02/29/20 02:34:12 AM,7.179,,,,
3057,02/29/20 04:34:12 AM,6.674,,,,
3058,02/29/20 06:34:12 AM,6.166,,,,
3059,02/29/20 08:34:12 AM,6.064,,,,
3060,02/29/20 10:34:12 AM,8.182,,,,
3061,02/29/20 12:34:12 PM,9.866,,,,
3062,02/29/20 02:34:12 PM,10.259,,,,
3063,02/29/20 04:34:12 PM,10.357,,,,
3064,02/29/20 06:34:12 PM,9.866,,,,
3065,02/29/20 08:34:12 PM,8.082,,,,
3066,02/29/20 10:34:12 PM,6.978,,,,
3067,03/01/20 12:34:12 AM,6.370,,,,
3068,03/01/20 02:34:12 AM,5.655,,,,
3069,03/01/20 04:34:12 AM,5.244,,,,
3070,03/01/20 06:34:12 AM,4.727,,,,
3071,03/01/20 08:34:12 AM,4.623,,,,
3072,03/01/20 10:34:12 AM,6.978,,,,
3073,03/01/20 12:34:12 PM,8.779,,,,
3074,03/01/20 02:34:12 PM,9.866,,,,
3075,03/01/20 04:34:12 PM,9.965,,,,
3076,03/01/20 06:34:12 PM,9.373,,,,
3077,03/01/20 08:34:12 PM,7.481,,,,
3078,03/01/20 10:34:12 PM,6.775,,,,
3079,03/02/20 12:34:12 AM,6.573,,,,
3080,03/02/20 02:34:12 AM,6.775,,,,
3081,03/02/20 04:34:12 AM,6.471,,,,
3082,03/02/20 06:34:12 AM,6.064,,,,
3083,03/02/20 08:34:12 AM,5.757,,,,
3084,03/02/20 10:34:12 AM,8.382,,,,
3085,03/02/20 12:34:12 PM,10.748,,,,
3086,03/02/20 02:34:12 PM,12.110,,,,
3087,03/02/20 04:34:12 PM,12.207,,,,
3088,03/02/20 06:34:12 PM,11.819,,,,
3089,03/02/20 08:34:12 PM,11.236,,,,
3090,03/02/20 10:34:12 PM,11.041,,,,
3091,03/03/20 12:34:12 AM,11.041,,,,
3092,03/03/20 02:34:12 AM,11.041,,,,
3093,03/03/20 04:34:12 AM,11.041,,,,
3094,03/03/20 06:34:12 AM,11.334,,,,
3095,03/03/20 08:34:12 AM,11.528,,,,
3096,03/03/20 10:34:12 AM,12.497,,,,
3097,03/03/20 12:34:12 PM,13.461,,,,
3098,03/03/20 02:34:12 PM,14.038,,,,
3099,03/03/20 04:34:12 PM,14.325,,,,
3100,03/03/20 06:34:12 PM,13.942,,,,
3101,03/03/20 08:34:12 PM,13.461,,,,
3102,03/03/20 10:34:12 PM,12.980,,,,
3103,03/04/20 12:34:12 AM,12.787,,,,
3104,03/04/20 02:34:12 AM,12.594,,,,
3105,03/04/20 04:34:12 AM,12.594,,,,
3106,03/04/20 06:34:12 AM,12.497,,,,
3107,03/04/20 08:34:12 AM,12.497,,,,
3108,03/04/20 10:34:12 AM,12.980,,,,
3109,03/04/20 12:34:12 PM,14.038,,,,
3110,03/04/20 02:34:12 PM,14.038,,,,
3111,03/04/20 04:34:12 PM,13.558,,,,
3112,03/04/20 06:34:12 PM,13.076,,,,
3113,03/04/20 08:34:12 PM,12.497,,,,
3114,03/04/20 10:34:12 PM,12.401,,,,
3115,03/05/20 12:34:12 AM,12.207,,,,
3116,03/05/20 02:34:12 AM,12.110,,,,
3117,03/05/20 04:34:12 AM,12.110,,,,
3118,03/05/20 06:34:12 AM,11.916,,,,
3119,03/05/20 08:34:12 AM,11.916,,,,
3120,03/05/20 10:34:12 AM,12.110,,,,
3121,03/05/20 12:34:12 PM,12.207,,,,
3122,03/05/20 02:34:12 PM,12.207,,,,
3123,03/05/20 04:34:12 PM,12.110,,,,
3124,03/05/20 06:34:12 PM,11.916,,,,
3125,03/05/20 08:34:12 PM,11.625,,,,
3126,03/05/20 10:34:12 PM,11.431,,,,
3127,03/06/20 12:34:12 AM,11.041,,,,
3128,03/06/20 02:34:12 AM,10.846,,,,
3129,03/06/20 04:34:12 AM,10.748,,,,
3130,03/06/20 06:34:12 AM,10.651,,,,
3131,03/06/20 08:34:12 AM,10.651,,,,
3132,03/06/20 10:34:12 AM,10.944,,,,
3133,03/06/20 12:34:12 PM,11.819,,,,
3134,03/06/20 02:34:12 PM,12.497,,,,
3135,03/06/20 04:34:12 PM,12.690,,,,
3136,03/06/20 06:34:12 PM,12.110,,,,
3137,03/06/20 08:34:12 PM,11.431,,,,
3138,03/06/20 10:34:12 PM,10.846,,,,
3139,03/07/20 12:34:12 AM,10.357,,,,
3140,03/07/20 02:34:12 AM,9.866,,,,
3141,03/07/20 04:34:12 AM,9.373,,,,
3142,03/07/20 06:34:12 AM,8.779,,,,
3143,03/07/20 08:34:12 AM,8.581,,,,
3144,03/07/20 10:34:12 AM,9.571,,,,
3145,03/07/20 12:34:12 PM,11.236,,,,
3146,03/07/20 02:34:12 PM,12.304,,,,
3147,03/07/20 04:34:12 PM,12.304,,,,
3148,03/07/20 06:34:12 PM,11.722,,,,
3149,03/07/20 08:34:12 PM,9.472,,,,
3150,03/07/20 10:34:12 PM,8.481,,,,
3151,03/08/20 12:34:12 AM,7.782,,,,
3152,03/08/20 02:34:12 AM,7.280,,,,
3153,03/08/20 04:34:12 AM,6.674,,,,
3154,03/08/20 06:34:12 AM,6.268,,,,
3155,03/08/20 08:34:12 AM,6.268,,,,
3156,03/08/20 10:34:12 AM,8.382,,,,
3157,03/08/20 12:34:12 PM,10.455,,,,
3158,03/08/20 02:34:12 PM,11.528,,,,
3159,03/08/20 04:34:12 PM,11.819,,,,
3160,03/08/20 06:34:12 PM,11.236,,,,
3161,03/08/20 08:34:12 PM,9.176,,,,
3162,03/08/20 10:34:12 PM,8.282,,,,
3163,03/09/20 12:34:12 AM,7.481,,,,
3164,03/09/20 02:34:12 AM,6.775,,,,
3165,03/09/20 04:34:12 AM,6.471,,,,
3166,03/09/20 06:34:12 AM,6.166,,,,
3167,03/09/20 08:34:12 AM,6.370,,,,
3168,03/09/20 10:34:12 AM,8.978,,,,
3169,03/09/20 12:34:12 PM,11.528,,,,
3170,03/09/20 02:34:12 PM,12.883,,,,
3171,03/09/20 04:34:12 PM,13.365,,,,
3172,03/09/20 06:34:12 PM,12.883,,,,
3173,03/09/20 08:34:12 PM,11.139,,,,
3174,03/09/20 10:34:12 PM,10.455,,,,
3175,03/10/20 12:34:12 AM,9.866,,,,
3176,03/10/20 02:34:12 AM,9.472,,,,
3177,03/10/20 04:34:12 AM,9.176,,,,
3178,03/10/20 06:34:12 AM,9.472,,,,
3179,03/10/20 08:34:12 AM,10.063,,,,
3180,03/10/20 10:34:12 AM,11.334,,,,
3181,03/10/20 12:34:12 PM,12.883,,,,
3182,03/10/20 02:34:12 PM,14.517,,,,
3183,03/10/20 04:34:12 PM,14.230,,,,
3184,03/10/20 06:34:12 PM,13.846,,,,
3185,03/10/20 08:34:12 PM,13.173,,,,
3186,03/10/20 10:34:12 PM,12.690,,,,
3187,03/11/20 12:34:12 AM,11.916,,,,
3188,03/11/20 02:34:12 AM,11.334,,,,
3189,03/11/20 04:34:12 AM,10.944,,,,
3190,03/11/20 06:34:12 AM,11.625,,,,
3191,03/11/20 08:34:12 AM,11.334,,,,
3192,03/11/20 10:34:12 AM,13.269,,,,
3193,03/11/20 12:34:12 PM,15.378,,Logged,,
3194,03/11/20 02:34:12 PM,16.427,,,,
3195,03/11/20 04:34:12 PM,16.427,,,,
3196,03/11/20 06:34:12 PM,15.760,,,,
3197,03/11/20 08:34:12 PM,14.709,,,,
3198,03/11/20 10:34:12 PM,14.134,,,,
3199,03/12/20 12:34:12 AM,13.750,,,,
3200,03/12/20 02:34:12 AM,12.980,,,,
3201,03/12/20 04:34:12 AM,12.207,,,,
3202,03/12/20 06:34:12 AM,11.431,,,,
3203,03/12/20 08:34:12 AM,11.722,,,,
3204,03/12/20 10:34:12 AM,13.846,,,,
3205,03/12/20 12:34:12 PM,16.046,,,,
3206,03/12/20 02:34:12 PM,17.094,,,,
3207,03/12/20 04:34:12 PM,17.094,,,,
3208,03/12/20 06:34:12 PM,16.332,,,,
3209,03/12/20 08:34:12 PM,15.091,,,,
3210,03/12/20 10:34:12 PM,14.709,,,,
3211,03/13/20 12:34:12 AM,14.421,,,,
3212,03/13/20 02:34:12 AM,14.134,,,,
3213,03/13/20 04:34:12 AM,14.134,,,,
3214,03/13/20 06:34:12 AM,13.942,,,,
3215,03/13/20 08:34:12 AM,13.942,,,,
3216,03/13/20 10:34:12 AM,15.664,,,,
3217,03/13/20 12:34:12 PM,17.094,,,,
3218,03/13/20 02:34:12 PM,18.331,,,,
3219,03/13/20 04:34:12 PM,18.426,,,,
3220,03/13/20 06:34:12 PM,17.379,,,,
3221,03/13/20 08:34:12 PM,16.427,,,,
3222,03/13/20 10:34:12 PM,15.473,,,,
3223,03/14/20 12:34:12 AM,15.187,,,,
3224,03/14/20 02:34:12 AM,14.325,,,,
3225,03/14/20 04:34:12 AM,13.558,,,,
3226,03/14/20 06:34:12 AM,13.654,,,,
3227,03/14/20 08:34:12 AM,13.365,,,,
3228,03/14/20 10:34:12 AM,15.091,,,,
3229,03/14/20 12:34:12 PM,16.808,,,,
3230,03/14/20 02:34:12 PM,17.760,,,,
3231,03/14/20 04:34:12 PM,17.475,,,,
3232,03/14/20 06:34:12 PM,16.332,,,,
3233,03/14/20 08:34:12 PM,14.996,,,,
3234,03/14/20 10:34:12 PM,14.709,,,,
3235,03/15/20 12:34:12 AM,14.613,,,,
3236,03/15/20 02:34:12 AM,13.942,,,,
3237,03/15/20 04:34:12 AM,13.654,,,,
3238,03/15/20 06:34:12 AM,13.846,,,,
3239,03/15/20 08:34:12 AM,14.038,,,,
3240,03/15/20 10:34:12 AM,13.942,,,,
3241,03/15/20 12:34:12 PM,14.134,,,,
3242,03/15/20 02:34:12 PM,14.230,,,,
3243,03/15/20 04:34:12 PM,14.230,,,,
3244,03/15/20 06:34:12 PM,14.038,,,,
3245,03/15/20 08:34:12 PM,13.558,,,,
3246,03/15/20 10:34:12 PM,13.269,,,,
3247,03/16/20 12:34:12 AM,13.076,,,,
3248,03/16/20 02:34:12 AM,12.787,,,,
3249,03/16/20 04:34:12 AM,12.497,,,,
3250,03/16/20 06:34:12 AM,12.304,,,,
3251,03/16/20 08:34:12 AM,12.497,,,,
3252,03/16/20 10:34:12 AM,13.750,,,,
3253,03/16/20 12:34:12 PM,15.378,,,,
3254,03/16/20 02:34:12 PM,16.427,,,,
3255,03/16/20 04:34:12 PM,16.808,,,,
3256,03/16/20 06:34:12 PM,15.760,,,,
3257,03/16/20 08:34:12 PM,14.134,,,,
3258,03/16/20 10:34:12 PM,13.942,,,,
3259,03/17/20 12:34:12 AM,13.365,,,,
3260,03/17/20 02:34:12 AM,12.690,,,,
3261,03/17/20 04:34:12 AM,12.690,,,,
3262,03/17/20 06:34:12 AM,12.980,,,,
3263,03/17/20 08:34:12 AM,13.269,,,,
3264,03/17/20 10:34:12 AM,13.461,,,,
3265,03/17/20 12:34:12 PM,13.558,,,,
3266,03/17/20 02:34:12 PM,14.900,,,,
3267,03/17/20 04:34:12 PM,14.900,,,,
3268,03/17/20 06:34:12 PM,14.900,,,,
3269,03/17/20 08:34:12 PM,14.709,,,,
3270,03/17/20 10:34:12 PM,14.517,,,,
3271,03/18/20 12:34:12 AM,13.558,,,,
3272,03/18/20 02:34:12 AM,13.750,,,,
3273,03/18/20 04:34:12 AM,13.846,,,,
3274,03/18/20 06:34:12 AM,13.750,,,,
3275,03/18/20 08:34:12 AM,13.846,,,,
3276,03/18/20 10:34:12 AM,14.709,,,,
3277,03/18/20 12:34:12 PM,16.713,,,,
3278,03/18/20 02:34:12 PM,17.950,,,,
3279,03/18/20 04:34:12 PM,17.950,,,,
3280,03/18/20 06:34:12 PM,17.094,,,,
3281,03/18/20 08:34:12 PM,15.187,,,,
3282,03/18/20 10:34:12 PM,14.421,,,,
3283,03/19/20 12:34:12 AM,14.325,,,,
3284,03/19/20 02:34:12 AM,14.325,,,,
3285,03/19/20 04:34:12 AM,14.038,,,,
3286,03/19/20 06:34:12 AM,14.230,,,,
3287,03/19/20 08:34:12 AM,14.517,,,,
3288,03/19/20 10:34:12 AM,16.523,,,,
3289,03/19/20 12:34:12 PM,18.616,,,,
3290,03/19/20 02:34:12 PM,19.758,,,,
3291,03/19/20 04:34:12 PM,19.472,,,,
3292,03/19/20 06:34:12 PM,18.616,,,,
3293,03/19/20 08:34:12 PM,17.665,,,,
3294,03/19/20 10:34:12 PM,17.094,,,,
3295,03/20/20 12:34:12 AM,16.618,,,,
3296,03/20/20 02:34:12 AM,16.141,,,,
3297,03/20/20 04:34:12 AM,16.046,,,,
3298,03/20/20 06:34:12 AM,15.951,,,,
3299,03/20/20 08:34:12 AM,16.332,,,,
3300,03/20/20 10:34:12 AM,18.045,,,,
3301,03/20/20 12:34:12 PM,19.948,,,,
3302,03/20/20 02:34:12 PM,20.996,,,,
3303,03/20/20 04:34:12 PM,20.710,,,,
3304,03/20/20 06:34:12 PM,19.377,,,,
3305,03/20/20 08:34:12 PM,18.236,,,,
3306,03/20/20 10:34:12 PM,17.760,,,,
3307,03/21/20 12:34:12 AM,17.379,,,,
3308,03/21/20 02:34:12 AM,17.189,,,,
3309,03/21/20 04:34:12 AM,16.618,,,,
3310,03/21/20 06:34:12 AM,16.141,,,,
3311,03/21/20 08:34:12 AM,16.618,,,,
3312,03/21/20 10:34:12 AM,18.331,,,,
3313,03/21/20 12:34:12 PM,20.519,,,,
3314,03/21/20 02:34:12 PM,21.282,,,,
3315,03/21/20 04:34:12 PM,20.615,,,,
3316,03/21/20 06:34:12 PM,19.948,,,,
3317,03/21/20 08:34:12 PM,18.806,,,,
3318,03/21/20 10:34:12 PM,17.855,,,,
3319,03/22/20 12:34:12 AM,17.284,,,,
3320,03/22/20 02:34:12 AM,16.713,,,,
3321,03/22/20 04:34:12 AM,16.141,,,,
3322,03/22/20 06:34:12 AM,15.569,,,,
3323,03/22/20 08:34:12 AM,15.378,,,,
3324,03/22/20 10:34:12 AM,15.760,,,,
3325,03/22/20 12:34:12 PM,17.094,,,,
3326,03/22/20 02:34:12 PM,16.808,,,,
3327,03/22/20 04:34:12 PM,16.903,,,,
3328,03/22/20 06:34:12 PM,15.760,,,,
3329,03/22/20 08:34:12 PM,15.187,,,,
3330,03/22/20 10:34:12 PM,14.613,,,,
3331,03/23/20 12:34:12 AM,14.230,,,,
3332,03/23/20 02:34:12 AM,14.038,,,,
3333,03/23/20 04:34:12 AM,13.846,,,,
3334,03/23/20 06:34:12 AM,13.750,,,,
3335,03/23/20 08:34:12 AM,13.942,,,,
3336,03/23/20 10:34:12 AM,14.804,,,,
3337,03/23/20 12:34:12 PM,16.332,,,,
3338,03/23/20 02:34:12 PM,16.903,,,,
3339,03/23/20 04:34:12 PM,16.523,,,,
3340,03/23/20 06:34:12 PM,16.332,,,,
3341,03/23/20 08:34:12 PM,15.855,,,,
3342,03/23/20 10:34:12 PM,15.569,,,,
3343,03/24/20 12:34:12 AM,15.378,,,,
3344,03/24/20 02:34:12 AM,15.282,,,,
3345,03/24/20 04:34:12 AM,15.187,,,,
3346,03/24/20 06:34:12 AM,14.900,,,,
3347,03/24/20 08:34:12 AM,14.996,,,,
3348,03/24/20 10:34:12 AM,15.378,,,,
3349,03/24/20 12:34:12 PM,15.951,,,,
3350,03/24/20 02:34:12 PM,16.427,,,,
3351,03/24/20 04:34:12 PM,16.046,,,,
3352,03/24/20 06:34:12 PM,15.378,,,,
3353,03/24/20 08:34:12 PM,15.187,,,,
3354,03/24/20 10:34:12 PM,14.900,,,,
3355,03/25/20 12:34:12 AM,14.709,,,,
3356,03/25/20 02:34:12 AM,14.804,,,,
3357,03/25/20 04:34:12 AM,14.900,,,,
3358,03/25/20 06:34:12 AM,15.091,,,,
3359,03/25/20 08:34:12 AM,15.282,,,,
3360,03/25/20 10:34:12 AM,16.141,,,,
3361,03/25/20 12:34:12 PM,17.665,,,,
3362,03/25/20 02:34:12 PM,18.616,,,,
3363,03/25/20 04:34:12 PM,18.711,,,,
3364,03/25/20 06:34:12 PM,17.665,,,,
3365,03/25/20 08:34:12 PM,15.664,,,,
3366,03/25/20 10:34:12 PM,14.613,,,,
3367,03/26/20 12:34:12 AM,14.613,,,,
3368,03/26/20 02:34:12 AM,13.365,,,,
3369,03/26/20 04:34:12 AM,13.750,,,,
3370,03/26/20 06:34:12 AM,13.750,,,,
3371,03/26/20 08:34:12 AM,13.269,,,,
3372,03/26/20 10:34:12 AM,14.804,,,,
3373,03/26/20 12:34:12 PM,16.618,,,,
3374,03/26/20 02:34:12 PM,17.855,,,,
3375,03/26/20 04:34:12 PM,17.950,,,,
3376,03/26/20 06:34:12 PM,16.618,,,,
3377,03/26/20 08:34:12 PM,14.613,,,,
3378,03/26/20 10:34:12 PM,13.654,,,,
3379,03/27/20 12:34:12 AM,13.076,,,,
3380,03/27/20 02:34:12 AM,12.594,,,,
3381,03/27/20 04:34:12 AM,12.980,,,,
3382,03/27/20 06:34:12 AM,13.173,,,,
3383,03/27/20 08:34:12 AM,13.942,,,,
3384,03/27/20 10:34:12 AM,15.760,,,,
3385,03/27/20 12:34:12 PM,18.236,,,,
3386,03/27/20 02:34:12 PM,20.234,,,,
3387,03/27/20 04:34:12 PM,19.853,,,,
3388,03/27/20 06:34:12 PM,18.996,,,,
3389,03/27/20 08:34:12 PM,17.855,,,,
3390,03/27/20 10:34:12 PM,16.903,,,,
3391,03/28/20 12:34:12 AM,16.046,,,,
3392,03/28/20 02:34:12 AM,15.760,,,,
3393,03/28/20 04:34:12 AM,15.664,,,,
3394,03/28/20 06:34:12 AM,15.569,,,,
3395,03/28/20 08:34:12 AM,16.046,,,,
3396,03/28/20 10:34:12 AM,17.665,,,,
3397,03/28/20 12:34:12 PM,19.758,,,,
3398,03/28/20 02:34:12 PM,21.760,,,,
3399,03/28/20 04:34:12 PM,21.378,,,,
3400,03/28/20 06:34:12 PM,20.138,,,,
3401,03/28/20 08:34:12 PM,18.901,,,,
3402,03/28/20 10:34:12 PM,18.521,,,,
3403,03/29/20 12:34:12 AM,18.331,,,,
3404,03/29/20 02:34:12 AM,18.140,,,,
3405,03/29/20 04:34:12 AM,17.760,,,,
3406,03/29/20 06:34:12 AM,17.665,,,,
3407,03/29/20 08:34:12 AM,17.760,,,,
3408,03/29/20 10:34:12 AM,19.282,,,,
3409,03/29/20 12:34:12 PM,21.187,,,,
3410,03/29/20 02:34:12 PM,22.525,,,,
3411,03/29/20 04:34:12 PM,21.951,,,,
3412,03/29/20 06:34:12 PM,20.901,,,,
3413,03/29/20 08:34:12 PM,19.853,,,,
3414,03/29/20 10:34:12 PM,19.187,,,,
3415,03/30/20 12:34:12 AM,18.711,,,,
3416,03/30/20 02:34:12 AM,18.331,,,,
3417,03/30/20 04:34:12 AM,17.094,,,,
3418,03/30/20 06:34:12 AM,16.332,,,,
3419,03/30/20 08:34:12 AM,17.284,,,,
3420,03/30/20 10:34:12 AM,18.806,,,,
3421,03/30/20 12:34:12 PM,19.662,,,,
3422,03/30/20 02:34:12 PM,21.378,,,,
3423,03/30/20 04:34:12 PM,20.996,,,,
3424,03/30/20 06:34:12 PM,19.948,,,,
3425,03/30/20 08:34:12 PM,18.426,,,,
3426,03/30/20 10:34:12 PM,17.950,,,,
3427,03/31/20 12:34:12 AM,17.284,,,,
3428,03/31/20 02:34:12 AM,16.903,,,,
3429,03/31/20 04:34:12 AM,16.237,,,,
3430,03/31/20 06:34:12 AM,15.664,,,,
3431,03/31/20 08:34:12 AM,16.237,,,,
3432,03/31/20 10:34:12 AM,17.379,,,,
3433,03/31/20 12:34:12 PM,18.236,,,,
3434,03/31/20 02:34:12 PM,18.045,,,,
3435,03/31/20 04:34:12 PM,17.475,,,,
3436,03/31/20 06:34:12 PM,16.141,,,,
3437,03/31/20 08:34:12 PM,15.664,,,,
3438,03/31/20 10:34:12 PM,15.282,,,,
3439,04/01/20 12:34:12 AM,14.996,,,,
3440,04/01/20 02:34:12 AM,14.804,,,,
3441,04/01/20 04:34:12 AM,14.517,,,,
3442,04/01/20 06:34:12 AM,14.230,,,,
3443,04/01/20 08:34:12 AM,14.230,,,,
3444,04/01/20 10:34:12 AM,14.709,,,,
3445,04/01/20 12:34:12 PM,15.187,,,,
3446,04/01/20 02:34:12 PM,16.332,,,,
3447,04/01/20 04:34:12 PM,16.332,,,,
3448,04/01/20 06:34:12 PM,15.473,,,,
3449,04/01/20 08:34:12 PM,13.365,,,,
3450,04/01/20 10:34:12 PM,12.401,,,,
3451,04/02/20 12:34:12 AM,11.722,,,,
3452,04/02/20 02:34:12 AM,11.139,,,,
3453,04/02/20 04:34:12 AM,10.748,,,,
3454,04/02/20 06:34:12 AM,10.357,,,,
3455,04/02/20 08:34:12 AM,11.236,,,,
3456,04/02/20 10:34:12 AM,13.654,,,,
3457,04/02/20 12:34:12 PM,15.473,,,,
3458,04/02/20 02:34:12 PM,16.808,,,,
3459,04/02/20 04:34:12 PM,17.189,,,,
3460,04/02/20 06:34:12 PM,15.855,,,,
3461,04/02/20 08:34:12 PM,13.558,,,,
