"","site","date","prec","date_parsed","month","day","year"
"8906","GSP_LI","2019-05-17",0,2019-05-17,5,17,2019
"8907","GSP_LI","2019-05-18",0,2019-05-18,5,18,2019
"8908","GSP_LI","2019-05-19",0,2019-05-19,5,19,2019
"8909","GSP_LI","2019-05-20",0,2019-05-20,5,20,2019
"8910","GSP_LI","2019-05-21",0,2019-05-21,5,21,2019
"8911","GSP_LI","2019-05-22",0,2019-05-22,5,22,2019
"8912","GSP_LI","2019-05-23",0,2019-05-23,5,23,2019
"8913","GSP_LI","2019-05-24",0,2019-05-24,5,24,2019
"8914","GSP_LI","2019-05-25",0,2019-05-25,5,25,2019
"8915","GSP_LI","2019-05-26",0,2019-05-26,5,26,2019
"8916","GSP_LI","2019-05-27",0,2019-05-27,5,27,2019
"8917","GSP_LI","2019-05-28",0,2019-05-28,5,28,2019
"8918","GSP_LI","2019-05-29",0,2019-05-29,5,29,2019
"8919","GSP_LI","2019-05-30",0,2019-05-30,5,30,2019
"8920","GSP_LI","2019-05-31",12,2019-05-31,5,31,2019
"8921","GSP_LI","2019-06-01",0,2019-06-01,6,1,2019
"8922","GSP_LI","2019-06-02",0,2019-06-02,6,2,2019
"8923","GSP_LI","2019-06-03",0,2019-06-03,6,3,2019
"8924","GSP_LI","2019-06-04",0,2019-06-04,6,4,2019
"8925","GSP_LI","2019-06-05",1.5,2019-06-05,6,5,2019
"8926","GSP_LI","2019-06-06",1.2,2019-06-06,6,6,2019
"8927","GSP_LI","2019-06-07",18.5,2019-06-07,6,7,2019
"8928","GSP_LI","2019-06-08",53.3,2019-06-08,6,8,2019
"8929","GSP_LI","2019-06-09",0.5,2019-06-09,6,9,2019
"8930","GSP_LI","2019-06-10",0,2019-06-10,6,10,2019
"8931","GSP_LI","2019-06-11",0,2019-06-11,6,11,2019
"8932","GSP_LI","2019-06-12",2.5,2019-06-12,6,12,2019
"8933","GSP_LI","2019-06-13",0,2019-06-13,6,13,2019
"8934","GSP_LI","2019-06-14",0,2019-06-14,6,14,2019
"8935","GSP_LI","2019-06-15",0,2019-06-15,6,15,2019
"8936","GSP_LI","2019-06-16",0,2019-06-16,6,16,2019
"8937","GSP_LI","2019-06-17",0,2019-06-17,6,17,2019
"8938","GSP_LI","2019-06-18",2.7,2019-06-18,6,18,2019
"8939","GSP_LI","2019-06-19",0,2019-06-19,6,19,2019
"8940","GSP_LI","2019-06-20",14,2019-06-20,6,20,2019
"8941","GSP_LI","2019-06-21",0.4,2019-06-21,6,21,2019
"8942","GSP_LI","2019-06-22",3.6,2019-06-22,6,22,2019
"8943","GSP_LI","2019-06-23",0.5,2019-06-23,6,23,2019
"8944","GSP_LI","2019-06-24",0,2019-06-24,6,24,2019
"8945","GSP_LI","2019-06-25",0,2019-06-25,6,25,2019
"8946","GSP_LI","2019-06-26",0,2019-06-26,6,26,2019
"8947","GSP_LI","2019-06-27",0,2019-06-27,6,27,2019
"8948","GSP_LI","2019-06-28",0,2019-06-28,6,28,2019
"8949","GSP_LI","2019-06-29",0,2019-06-29,6,29,2019
"8950","GSP_LI","2019-06-30",0,2019-06-30,6,30,2019
"8951","GSP_LI","2019-07-01",0,2019-07-01,7,1,2019
"8952","GSP_LI","2019-07-02",0,2019-07-02,7,2,2019
"8953","GSP_LI","2019-07-03",15.5,2019-07-03,7,3,2019
"8954","GSP_LI","2019-07-04",12.7,2019-07-04,7,4,2019
"8955","GSP_LI","2019-07-05",20.8,2019-07-05,7,5,2019
"8956","GSP_LI","2019-07-06",0.4,2019-07-06,7,6,2019
"8957","GSP_LI","2019-07-07",0,2019-07-07,7,7,2019
"8958","GSP_LI","2019-07-08",4.7,2019-07-08,7,8,2019
"8959","GSP_LI","2019-07-09",29.5,2019-07-09,7,9,2019
"8960","GSP_LI","2019-07-10",20.9,2019-07-10,7,10,2019
"8961","GSP_LI","2019-07-11",0.3,2019-07-11,7,11,2019
"8962","GSP_LI","2019-07-12",0,2019-07-12,7,12,2019
"8963","GSP_LI","2019-07-13",32.3,2019-07-13,7,13,2019
"8964","GSP_LI","2019-07-14",0,2019-07-14,7,14,2019
"8965","GSP_LI","2019-07-15",0,2019-07-15,7,15,2019
"8966","GSP_LI","2019-07-16",2,2019-07-16,7,16,2019
"8967","GSP_LI","2019-07-17",0,2019-07-17,7,17,2019
"8968","GSP_LI","2019-07-18",3,2019-07-18,7,18,2019
"8969","GSP_LI","2019-07-19",0,2019-07-19,7,19,2019
"8970","GSP_LI","2019-07-20",0,2019-07-20,7,20,2019
"8971","GSP_LI","2019-07-21",0,2019-07-21,7,21,2019
"8972","GSP_LI","2019-07-22",0,2019-07-22,7,22,2019
"8973","GSP_LI","2019-07-23",11.8,2019-07-23,7,23,2019
"8974","GSP_LI","2019-07-24",0,2019-07-24,7,24,2019
"8975","GSP_LI","2019-07-25",0,2019-07-25,7,25,2019
"8976","GSP_LI","2019-07-26",0,2019-07-26,7,26,2019
"8977","GSP_LI","2019-07-27",0,2019-07-27,7,27,2019
"8978","GSP_LI","2019-07-28",0,2019-07-28,7,28,2019
"8979","GSP_LI","2019-07-29",0,2019-07-29,7,29,2019
"8980","GSP_LI","2019-07-30",0,2019-07-30,7,30,2019
"8981","GSP_LI","2019-07-31",0.4,2019-07-31,7,31,2019
"8982","GSP_LI","2019-08-01",8.7,2019-08-01,8,1,2019
"8983","GSP_LI","2019-08-02",7,2019-08-02,8,2,2019
"8984","GSP_LI","2019-08-03",0,2019-08-03,8,3,2019
"8985","GSP_LI","2019-08-04",0,2019-08-04,8,4,2019
"8986","GSP_LI","2019-08-05",9.7,2019-08-05,8,5,2019
"8987","GSP_LI","2019-08-06",0,2019-08-06,8,6,2019
"8988","GSP_LI","2019-08-07",0,2019-08-07,8,7,2019
"8989","GSP_LI","2019-08-08",0,2019-08-08,8,8,2019
"8990","GSP_LI","2019-08-09",0,2019-08-09,8,9,2019
"8991","GSP_LI","2019-08-10",5.1,2019-08-10,8,10,2019
"8992","GSP_LI","2019-08-11",2,2019-08-11,8,11,2019
"8993","GSP_LI","2019-08-12",0,2019-08-12,8,12,2019
"8994","GSP_LI","2019-08-13",0,2019-08-13,8,13,2019
"8995","GSP_LI","2019-08-14",4.8,2019-08-14,8,14,2019
"8996","GSP_LI","2019-08-15",48.7,2019-08-15,8,15,2019
"8997","GSP_LI","2019-08-16",14.8,2019-08-16,8,16,2019
"8998","GSP_LI","2019-08-17",59.1,2019-08-17,8,17,2019
"8999","GSP_LI","2019-08-18",0,2019-08-18,8,18,2019
"9000","GSP_LI","2019-08-19",0,2019-08-19,8,19,2019
"9001","GSP_LI","2019-08-20",0.4,2019-08-20,8,20,2019
"9002","GSP_LI","2019-08-21",0,2019-08-21,8,21,2019
"9003","GSP_LI","2019-08-22",0,2019-08-22,8,22,2019
"9004","GSP_LI","2019-08-23",0,2019-08-23,8,23,2019
"9005","GSP_LI","2019-08-24",0.7,2019-08-24,8,24,2019
"9006","GSP_LI","2019-08-25",0,2019-08-25,8,25,2019
"9007","GSP_LI","2019-08-26",0,2019-08-26,8,26,2019
"9008","GSP_LI","2019-08-27",0,2019-08-27,8,27,2019
"9009","GSP_LI","2019-08-28",0,2019-08-28,8,28,2019
"9010","GSP_LI","2019-08-29",0,2019-08-29,8,29,2019
"9011","GSP_LI","2019-08-30",0,2019-08-30,8,30,2019
"9012","GSP_LI","2019-08-31",0,2019-08-31,8,31,2019
"9013","GSP_LI","2019-09-01",0,2019-09-01,9,1,2019
"9014","GSP_LI","2019-09-02",0.4,2019-09-02,9,2,2019
"9015","GSP_LI","2019-09-03",0,2019-09-03,9,3,2019
"9016","GSP_LI","2019-09-04",29.6,2019-09-04,9,4,2019
"9017","GSP_LI","2019-09-05",113.2,2019-09-05,9,5,2019
"9018","GSP_LI","2019-09-06",0,2019-09-06,9,6,2019
"9019","GSP_LI","2019-09-07",0,2019-09-07,9,7,2019
"9020","GSP_LI","2019-09-08",0,2019-09-08,9,8,2019
"9021","GSP_LI","2019-09-09",0,2019-09-09,9,9,2019
"9022","GSP_LI","2019-09-10",0,2019-09-10,9,10,2019
"9023","GSP_LI","2019-09-11",0,2019-09-11,9,11,2019
"9024","GSP_LI","2019-09-12",0,2019-09-12,9,12,2019
"9025","GSP_LI","2019-09-13",2.3,2019-09-13,9,13,2019
"9026","GSP_LI","2019-09-14",0,2019-09-14,9,14,2019
"9027","GSP_LI","2019-09-15",0,2019-09-15,9,15,2019
"9028","GSP_LI","2019-09-16",0,2019-09-16,9,16,2019
"9029","GSP_LI","2019-09-17",0,2019-09-17,9,17,2019
"9030","GSP_LI","2019-09-18",0,2019-09-18,9,18,2019
"9031","GSP_LI","2019-09-19",0,2019-09-19,9,19,2019
"9032","GSP_LI","2019-09-20",0,2019-09-20,9,20,2019
"9033","GSP_LI","2019-09-21",0,2019-09-21,9,21,2019
"9034","GSP_LI","2019-09-22",0,2019-09-22,9,22,2019
"9035","GSP_LI","2019-09-23",0,2019-09-23,9,23,2019
"9036","GSP_LI","2019-09-24",0,2019-09-24,9,24,2019
"9037","GSP_LI","2019-09-25",0,2019-09-25,9,25,2019
"9038","GSP_LI","2019-09-26",0,2019-09-26,9,26,2019
"9039","GSP_LI","2019-09-27",0,2019-09-27,9,27,2019
"9040","GSP_LI","2019-09-28",0,2019-09-28,9,28,2019
"9041","GSP_LI","2019-09-29",0,2019-09-29,9,29,2019
"9042","GSP_LI","2019-09-30",0,2019-09-30,9,30,2019
"9043","GSP_LI","2019-10-01",0,2019-10-01,10,1,2019
"9044","GSP_LI","2019-10-02",0,2019-10-02,10,2,2019
"9045","GSP_LI","2019-10-03",0,2019-10-03,10,3,2019
"9046","GSP_LI","2019-10-04",0,2019-10-04,10,4,2019
"9047","GSP_LI","2019-10-05",0.3,2019-10-05,10,5,2019
"9048","GSP_LI","2019-10-06",0,2019-10-06,10,6,2019
"9049","GSP_LI","2019-10-07",0.3,2019-10-07,10,7,2019
"9050","GSP_LI","2019-10-08",0,2019-10-08,10,8,2019
"9051","GSP_LI","2019-10-09",0,2019-10-09,10,9,2019
"9052","GSP_LI","2019-10-10",0,2019-10-10,10,10,2019
"9053","GSP_LI","2019-10-11",0,2019-10-11,10,11,2019
"9054","GSP_LI","2019-10-12",0,2019-10-12,10,12,2019
"9055","GSP_LI","2019-10-13",22.2,2019-10-13,10,13,2019
"9056","GSP_LI","2019-10-14",0,2019-10-14,10,14,2019
"9057","GSP_LI","2019-10-15",4.2,2019-10-15,10,15,2019
"9058","GSP_LI","2019-10-16",11,2019-10-16,10,16,2019
"9059","GSP_LI","2019-10-17",0,2019-10-17,10,17,2019
"9060","GSP_LI","2019-10-18",0,2019-10-18,10,18,2019
"9061","GSP_LI","2019-10-19",39.9,2019-10-19,10,19,2019
"9062","GSP_LI","2019-10-20",0,2019-10-20,10,20,2019
"9063","GSP_LI","2019-10-21",0,2019-10-21,10,21,2019
"9064","GSP_LI","2019-10-22",0,2019-10-22,10,22,2019
"9065","GSP_LI","2019-10-23",0,2019-10-23,10,23,2019
"9066","GSP_LI","2019-10-24",0,2019-10-24,10,24,2019
"9067","GSP_LI","2019-10-25",0,2019-10-25,10,25,2019
"9068","GSP_LI","2019-10-26",9.1,2019-10-26,10,26,2019
"9069","GSP_LI","2019-10-27",0.7,2019-10-27,10,27,2019
"9070","GSP_LI","2019-10-28",0,2019-10-28,10,28,2019
"9071","GSP_LI","2019-10-29",1.1,2019-10-29,10,29,2019
"9072","GSP_LI","2019-10-30",0,2019-10-30,10,30,2019
"9073","GSP_LI","2019-10-31",5.7,2019-10-31,10,31,2019
"9074","GSP_LI","2019-11-01",0,2019-11-01,11,1,2019
"9075","GSP_LI","2019-11-02",0,2019-11-02,11,2,2019
"9076","GSP_LI","2019-11-03",0,2019-11-03,11,3,2019
"9077","GSP_LI","2019-11-04",1,2019-11-04,11,4,2019
"9078","GSP_LI","2019-11-05",35.4,2019-11-05,11,5,2019
"9079","GSP_LI","2019-11-06",0,2019-11-06,11,6,2019
"9080","GSP_LI","2019-11-07",32.7,2019-11-07,11,7,2019
"9081","GSP_LI","2019-11-08",0,2019-11-08,11,8,2019
"9082","GSP_LI","2019-11-09",0,2019-11-09,11,9,2019
"9083","GSP_LI","2019-11-10",0,2019-11-10,11,10,2019
"9084","GSP_LI","2019-11-11",0,2019-11-11,11,11,2019
"9085","GSP_LI","2019-11-12",9.8,2019-11-12,11,12,2019
"9086","GSP_LI","2019-11-13",0,2019-11-13,11,13,2019
"9087","GSP_LI","2019-11-14",18.6,2019-11-14,11,14,2019
"9088","GSP_LI","2019-11-15",21.1,2019-11-15,11,15,2019
"9089","GSP_LI","2019-11-16",8.5,2019-11-16,11,16,2019
"9090","GSP_LI","2019-11-17",0,2019-11-17,11,17,2019
"9091","GSP_LI","2019-11-18",0.6,2019-11-18,11,18,2019
"9092","GSP_LI","2019-11-19",0,2019-11-19,11,19,2019
"9093","GSP_LI","2019-11-20",0,2019-11-20,11,20,2019
"9094","GSP_LI","2019-11-21",0,2019-11-21,11,21,2019
"9095","GSP_LI","2019-11-22",0,2019-11-22,11,22,2019
"9096","GSP_LI","2019-11-23",8.3,2019-11-23,11,23,2019
"9097","GSP_LI","2019-11-24",0,2019-11-24,11,24,2019
"9098","GSP_LI","2019-11-25",0,2019-11-25,11,25,2019
"9099","GSP_LI","2019-11-26",0,2019-11-26,11,26,2019
"9100","GSP_LI","2019-11-27",0,2019-11-27,11,27,2019
"9101","GSP_LI","2019-11-28",0,2019-11-28,11,28,2019
"9102","GSP_LI","2019-11-29",0,2019-11-29,11,29,2019
"9103","GSP_LI","2019-11-30",0,2019-11-30,11,30,2019
"9104","GSP_LI","2019-12-01",16.1,2019-12-01,12,1,2019
"9105","GSP_LI","2019-12-02",0,2019-12-02,12,2,2019
"9106","GSP_LI","2019-12-03",0,2019-12-03,12,3,2019
"9107","GSP_LI","2019-12-04",0,2019-12-04,12,4,2019
"9108","GSP_LI","2019-12-05",0,2019-12-05,12,5,2019
"9109","GSP_LI","2019-12-06",0.9,2019-12-06,12,6,2019
"9110","GSP_LI","2019-12-07",0,2019-12-07,12,7,2019
"9111","GSP_LI","2019-12-08",9.1,2019-12-08,12,8,2019
"9112","GSP_LI","2019-12-09",0,2019-12-09,12,9,2019
"9113","GSP_LI","2019-12-10",0,2019-12-10,12,10,2019
"9114","GSP_LI","2019-12-11",0,2019-12-11,12,11,2019
"9115","GSP_LI","2019-12-12",0,2019-12-12,12,12,2019
"9116","GSP_LI","2019-12-13",27.5,2019-12-13,12,13,2019
"9117","GSP_LI","2019-12-14",0,2019-12-14,12,14,2019
"9118","GSP_LI","2019-12-15",0,2019-12-15,12,15,2019
"9119","GSP_LI","2019-12-16",0,2019-12-16,12,16,2019
"9120","GSP_LI","2019-12-17",0,2019-12-17,12,17,2019
"9121","GSP_LI","2019-12-18",0,2019-12-18,12,18,2019
"9122","GSP_LI","2019-12-19",0,2019-12-19,12,19,2019
"9123","GSP_LI","2019-12-20",0,2019-12-20,12,20,2019
"9124","GSP_LI","2019-12-21",0,2019-12-21,12,21,2019
"9125","GSP_LI","2019-12-22",12,2019-12-22,12,22,2019
"9126","GSP_LI","2019-12-23",32.9,2019-12-23,12,23,2019
"9127","GSP_LI","2019-12-24",0,2019-12-24,12,24,2019
"9128","GSP_LI","2019-12-25",0,2019-12-25,12,25,2019
"9129","GSP_LI","2019-12-26",0,2019-12-26,12,26,2019
"9130","GSP_LI","2019-12-27",0,2019-12-27,12,27,2019
"9131","GSP_LI","2019-12-28",0,2019-12-28,12,28,2019
"9132","GSP_LI","2019-12-29",8.9,2019-12-29,12,29,2019
"9133","GSP_LI","2019-12-30",0.3,2019-12-30,12,30,2019
"9134","GSP_LI","2019-12-31",0,2019-12-31,12,31,2019
"9135","GSP_LI","2020-01-01",0,2020-01-01,1,1,2020
"9136","GSP_LI","2020-01-02",0,2020-01-02,1,2,2020
"9137","GSP_LI","2020-01-03",5.2,2020-01-03,1,3,2020
"9138","GSP_LI","2020-01-04",6.9,2020-01-04,1,4,2020
"9139","GSP_LI","2020-01-05",0,2020-01-05,1,5,2020
"9140","GSP_LI","2020-01-06",0,2020-01-06,1,6,2020
"9141","GSP_LI","2020-01-07",0,2020-01-07,1,7,2020
"9142","GSP_LI","2020-01-08",0,2020-01-08,1,8,2020
"9143","GSP_LI","2020-01-09",0,2020-01-09,1,9,2020
"9144","GSP_LI","2020-01-10",0,2020-01-10,1,10,2020
"9145","GSP_LI","2020-01-11",2.5,2020-01-11,1,11,2020
"9146","GSP_LI","2020-01-12",0.4,2020-01-12,1,12,2020
"9147","GSP_LI","2020-01-13",4.7,2020-01-13,1,13,2020
"9148","GSP_LI","2020-01-14",0,2020-01-14,1,14,2020
"9149","GSP_LI","2020-01-15",1.3,2020-01-15,1,15,2020
"9150","GSP_LI","2020-01-16",1.6,2020-01-16,1,16,2020
"9151","GSP_LI","2020-01-17",0,2020-01-17,1,17,2020
"9152","GSP_LI","2020-01-18",0,2020-01-18,1,18,2020
"9153","GSP_LI","2020-01-19",0,2020-01-19,1,19,2020
"9154","GSP_LI","2020-01-20",0,2020-01-20,1,20,2020
"9155","GSP_LI","2020-01-21",0,2020-01-21,1,21,2020
"9156","GSP_LI","2020-01-22",0,2020-01-22,1,22,2020
"9157","GSP_LI","2020-01-23",0,2020-01-23,1,23,2020
"9158","GSP_LI","2020-01-24",8.6,2020-01-24,1,24,2020
"9159","GSP_LI","2020-01-25",0,2020-01-25,1,25,2020
"9160","GSP_LI","2020-01-26",0.4,2020-01-26,1,26,2020
"9161","GSP_LI","2020-01-27",0.6,2020-01-27,1,27,2020
"9162","GSP_LI","2020-01-28",0,2020-01-28,1,28,2020
"9163","GSP_LI","2020-01-29",1.9,2020-01-29,1,29,2020
"9164","GSP_LI","2020-01-30",0.3,2020-01-30,1,30,2020
"9165","GSP_LI","2020-01-31",26.1,2020-01-31,1,31,2020
"9166","GSP_LI","2020-02-01",0.7,2020-02-01,2,1,2020
"9167","GSP_LI","2020-02-02",0,2020-02-02,2,2,2020
"9168","GSP_LI","2020-02-03",0,2020-02-03,2,3,2020
"9169","GSP_LI","2020-02-04",0,2020-02-04,2,4,2020
"9170","GSP_LI","2020-02-05",0,2020-02-05,2,5,2020
"9171","GSP_LI","2020-02-06",64.1,2020-02-06,2,6,2020
"9172","GSP_LI","2020-02-07",0,2020-02-07,2,7,2020
"9173","GSP_LI","2020-02-08",0,2020-02-08,2,8,2020
"9174","GSP_LI","2020-02-09",0,2020-02-09,2,9,2020
"9175","GSP_LI","2020-02-10",1.4,2020-02-10,2,10,2020
"9176","GSP_LI","2020-02-11",0,2020-02-11,2,11,2020
"9177","GSP_LI","2020-02-12",0,2020-02-12,2,12,2020
"9178","GSP_LI","2020-02-13",6,2020-02-13,2,13,2020
"9179","GSP_LI","2020-02-14",0,2020-02-14,2,14,2020
"9180","GSP_LI","2020-02-15",0,2020-02-15,2,15,2020
"9181","GSP_LI","2020-02-16",6.2,2020-02-16,2,16,2020
"9182","GSP_LI","2020-02-17",0,2020-02-17,2,17,2020
"9183","GSP_LI","2020-02-18",14.4,2020-02-18,2,18,2020
"9184","GSP_LI","2020-02-19",2.9,2020-02-19,2,19,2020
"9185","GSP_LI","2020-02-20",38,2020-02-20,2,20,2020
"9186","GSP_LI","2020-02-21",0,2020-02-21,2,21,2020
"9187","GSP_LI","2020-02-22",0,2020-02-22,2,22,2020
"9188","GSP_LI","2020-02-23",0,2020-02-23,2,23,2020
"9189","GSP_LI","2020-02-24",8.7,2020-02-24,2,24,2020
"9190","GSP_LI","2020-02-25",13.6,2020-02-25,2,25,2020
"9191","GSP_LI","2020-02-26",5,2020-02-26,2,26,2020
"9192","GSP_LI","2020-02-27",0,2020-02-27,2,27,2020
"9193","GSP_LI","2020-02-28",0,2020-02-28,2,28,2020
"9194","GSP_LI","2020-02-29",0,2020-02-29,2,29,2020
"9195","GSP_LI","2020-03-01",0,2020-03-01,3,1,2020
"9196","GSP_LI","2020-03-02",13.6,2020-03-02,3,2,2020
"9197","GSP_LI","2020-03-03",1.2,2020-03-03,3,3,2020
"9198","GSP_LI","2020-03-04",10.7,2020-03-04,3,4,2020
"9199","GSP_LI","2020-03-05",34.4,2020-03-05,3,5,2020
"9200","GSP_LI","2020-03-06",0,2020-03-06,3,6,2020
"9201","GSP_LI","2020-03-07",0,2020-03-07,3,7,2020
"9202","GSP_LI","2020-03-08",0,2020-03-08,3,8,2020
"9203","GSP_LI","2020-03-09",0,2020-03-09,3,9,2020
"9204","GSP_LI","2020-03-10",0,2020-03-10,3,10,2020
"9205","GSP_LI","2020-03-11",0,2020-03-11,3,11,2020
"9206","GSP_LI","2020-03-12",0,2020-03-12,3,12,2020
"9207","GSP_LI","2020-03-13",0,2020-03-13,3,13,2020
"9208","GSP_LI","2020-03-14",0,2020-03-14,3,14,2020
"9209","GSP_LI","2020-03-15",0,2020-03-15,3,15,2020
"9210","GSP_LI","2020-03-16",0,2020-03-16,3,16,2020
"9211","GSP_LI","2020-03-17",14,2020-03-17,3,17,2020
"9212","GSP_LI","2020-03-18",0,2020-03-18,3,18,2020
"9213","GSP_LI","2020-03-19",0,2020-03-19,3,19,2020
"9214","GSP_LI","2020-03-20",0,2020-03-20,3,20,2020
"9215","GSP_LI","2020-03-21",0,2020-03-21,3,21,2020
"9216","GSP_LI","2020-03-22",1.8,2020-03-22,3,22,2020
"9217","GSP_LI","2020-03-23",10.6,2020-03-23,3,23,2020
"9218","GSP_LI","2020-03-24",40,2020-03-24,3,24,2020
"9219","GSP_LI","2020-03-25",0.4,2020-03-25,3,25,2020
"9220","GSP_LI","2020-03-26",0,2020-03-26,3,26,2020
"9221","GSP_LI","2020-03-27",0,2020-03-27,3,27,2020
"9222","GSP_LI","2020-03-28",0,2020-03-28,3,28,2020
"9223","GSP_LI","2020-03-29",0,2020-03-29,3,29,2020
"9224","GSP_LI","2020-03-30",0,2020-03-30,3,30,2020
"9225","GSP_LI","2020-03-31",19.7,2020-03-31,3,31,2020
"9226","GSP_LI","2020-04-01",0,2020-04-01,4,1,2020
"9227","GSP_LI","2020-04-02",0,2020-04-02,4,2,2020
"9228","GSP_LI","2020-04-03",0,2020-04-03,4,3,2020
"9229","GSP_LI","2020-04-04",0,2020-04-04,4,4,2020
"9230","GSP_LI","2020-04-05",0,2020-04-05,4,5,2020
"9231","GSP_LI","2020-04-06",2.9,2020-04-06,4,6,2020
"9232","GSP_LI","2020-04-07",0,2020-04-07,4,7,2020
"9233","GSP_LI","2020-04-08",3.1,2020-04-08,4,8,2020
"9234","GSP_LI","2020-04-09",0,2020-04-09,4,9,2020
"9235","GSP_LI","2020-04-10",0,2020-04-10,4,10,2020
"9236","GSP_LI","2020-04-11",0,2020-04-11,4,11,2020
"9237","GSP_LI","2020-04-12",0.4,2020-04-12,4,12,2020
"9238","GSP_LI","2020-04-13",27.7,2020-04-13,4,13,2020
"9239","GSP_LI","2020-04-14",0,2020-04-14,4,14,2020
"9240","GSP_LI","2020-04-15",6.7,2020-04-15,4,15,2020
"9241","GSP_LI","2020-04-16",0,2020-04-16,4,16,2020
"9242","GSP_LI","2020-04-17",0,2020-04-17,4,17,2020
"9243","GSP_LI","2020-04-18",0,2020-04-18,4,18,2020
"9244","GSP_LI","2020-04-19",11.1,2020-04-19,4,19,2020
"9245","GSP_LI","2020-04-20",4.4,2020-04-20,4,20,2020
"9246","GSP_LI","2020-04-21",0,2020-04-21,4,21,2020
"9247","GSP_LI","2020-04-22",0,2020-04-22,4,22,2020
"9248","GSP_LI","2020-04-23",16.2,2020-04-23,4,23,2020
"9249","GSP_LI","2020-04-24",0,2020-04-24,4,24,2020
"9250","GSP_LI","2020-04-25",5.9,2020-04-25,4,25,2020
"9251","GSP_LI","2020-04-26",0,2020-04-26,4,26,2020
"9252","GSP_LI","2020-04-27",0,2020-04-27,4,27,2020
"9253","GSP_LI","2020-04-28",0,2020-04-28,4,28,2020
"9254","GSP_LI","2020-04-29",1.3,2020-04-29,4,29,2020
"9255","GSP_LI","2020-04-30",31.8,2020-04-30,4,30,2020
"9256","GSP_LI","2020-05-01",0,2020-05-01,5,1,2020
"9257","GSP_LI","2020-05-02",0,2020-05-02,5,2,2020
"9258","GSP_LI","2020-05-03",0,2020-05-03,5,3,2020
"9259","GSP_LI","2020-05-04",5.2,2020-05-04,5,4,2020
"9260","GSP_LI","2020-05-05",11.1,2020-05-05,5,5,2020
"9261","GSP_LI","2020-05-06",0.9,2020-05-06,5,6,2020
"9262","GSP_LI","2020-05-07",0,2020-05-07,5,7,2020
"9263","GSP_LI","2020-05-08",0,2020-05-08,5,8,2020
"9264","GSP_LI","2020-05-09",0,2020-05-09,5,9,2020
"9265","GSP_LI","2020-05-10",0,2020-05-10,5,10,2020
"9266","GSP_LI","2020-05-11",0,2020-05-11,5,11,2020
"9267","GSP_LI","2020-05-12",0,2020-05-12,5,12,2020
"9268","GSP_LI","2020-05-13",0,2020-05-13,5,13,2020
"9269","GSP_LI","2020-05-14",0,2020-05-14,5,14,2020
"9270","GSP_LI","2020-05-15",0,2020-05-15,5,15,2020
"9271","GSP_LI","2020-05-16",0,2020-05-16,5,16,2020
"9272","GSP_LI","2020-05-17",2.9,2020-05-17,5,17,2020
"9273","GSP_LI","2020-05-18",24,2020-05-18,5,18,2020
"9274","GSP_LI","2020-05-19",4,2020-05-19,5,19,2020
"9275","GSP_LI","2020-05-20",103,2020-05-20,5,20,2020
"9276","GSP_LI","2020-05-21",5.7,2020-05-21,5,21,2020
"9277","GSP_LI","2020-05-22",19.5,2020-05-22,5,22,2020
"9278","GSP_LI","2020-05-23",0,2020-05-23,5,23,2020
"9279","GSP_LI","2020-05-24",0.3,2020-05-24,5,24,2020
"9280","GSP_LI","2020-05-25",0,2020-05-25,5,25,2020
"9281","GSP_LI","2020-05-26",1.4,2020-05-26,5,26,2020
"9282","GSP_LI","2020-05-27",30.1,2020-05-27,5,27,2020
"9283","GSP_LI","2020-05-28",13.1,2020-05-28,5,28,2020
"9284","GSP_LI","2020-05-29",1.5,2020-05-29,5,29,2020
"9285","GSP_LI","2020-05-30",5.7,2020-05-30,5,30,2020
"9286","GSP_LI","2020-05-31",0,2020-05-31,5,31,2020
"9287","GSP_LI","2020-06-01",0,2020-06-01,6,1,2020
"9288","GSP_LI","2020-06-02",0,2020-06-02,6,2,2020
"9289","GSP_LI","2020-06-03",0,2020-06-03,6,3,2020
"9290","GSP_LI","2020-06-04",11.3,2020-06-04,6,4,2020
"9291","GSP_LI","2020-06-05",0.9,2020-06-05,6,5,2020
"9292","GSP_LI","2020-06-06",0,2020-06-06,6,6,2020
"9293","GSP_LI","2020-06-07",27.6,2020-06-07,6,7,2020
"9294","GSP_LI","2020-06-08",5.1,2020-06-08,6,8,2020
"9295","GSP_LI","2020-06-09",0,2020-06-09,6,9,2020
"9296","GSP_LI","2020-06-10",1.2,2020-06-10,6,10,2020
"9297","GSP_LI","2020-06-11",3.7,2020-06-11,6,11,2020
"9298","GSP_LI","2020-06-12",79.4,2020-06-12,6,12,2020
"9299","GSP_LI","2020-06-13",7.8,2020-06-13,6,13,2020
"9300","GSP_LI","2020-06-14",13.3,2020-06-14,6,14,2020
"9301","GSP_LI","2020-06-15",19.7,2020-06-15,6,15,2020
"9302","GSP_LI","2020-06-16",1.5,2020-06-16,6,16,2020
"9303","GSP_LI","2020-06-17",0,2020-06-17,6,17,2020
"9304","GSP_LI","2020-06-18",0,2020-06-18,6,18,2020
"9305","GSP_LI","2020-06-19",4,2020-06-19,6,19,2020
"9306","GSP_LI","2020-06-20",1.6,2020-06-20,6,20,2020
"9307","GSP_LI","2020-06-21",0,2020-06-21,6,21,2020
"9308","GSP_LI","2020-06-22",0,2020-06-22,6,22,2020
