"","site","date","prec","date_parsed","month","day","year"
"13733","GSP_BI","2022-08-02",0,2022-08-02,8,2,2022
"13734","GSP_BI","2022-08-03",2.5,2022-08-03,8,3,2022
"13735","GSP_BI","2022-08-04",0,2022-08-04,8,4,2022
"13736","GSP_BI","2022-08-05",9.5,2022-08-05,8,5,2022
"13737","GSP_BI","2022-08-06",0,2022-08-06,8,6,2022
"13738","GSP_BI","2022-08-07",20.3,2022-08-07,8,7,2022
"13739","GSP_BI","2022-08-08",0.4,2022-08-08,8,8,2022
"13740","GSP_BI","2022-08-09",0,2022-08-09,8,9,2022
"13741","GSP_BI","2022-08-10",0,2022-08-10,8,10,2022
"13742","GSP_BI","2022-08-11",0,2022-08-11,8,11,2022
"13743","GSP_BI","2022-08-12",6.6,2022-08-12,8,12,2022
"13744","GSP_BI","2022-08-13",0,2022-08-13,8,13,2022
"13745","GSP_BI","2022-08-14",0,2022-08-14,8,14,2022
"13746","GSP_BI","2022-08-15",42.6,2022-08-15,8,15,2022
"13747","GSP_BI","2022-08-16",0,2022-08-16,8,16,2022
"13748","GSP_BI","2022-08-17",0,2022-08-17,8,17,2022
"13749","GSP_BI","2022-08-18",0.4,2022-08-18,8,18,2022
"13750","GSP_BI","2022-08-19",30.7,2022-08-19,8,19,2022
"13751","GSP_BI","2022-08-20",0,2022-08-20,8,20,2022
"13752","GSP_BI","2022-08-21",34.5,2022-08-21,8,21,2022
"13753","GSP_BI","2022-08-22",4.4,2022-08-22,8,22,2022
"13754","GSP_BI","2022-08-23",0,2022-08-23,8,23,2022
"13755","GSP_BI","2022-08-24",0,2022-08-24,8,24,2022
"13756","GSP_BI","2022-08-25",2.5,2022-08-25,8,25,2022
"13757","GSP_BI","2022-08-26",9.6,2022-08-26,8,26,2022
"13758","GSP_BI","2022-08-27",0,2022-08-27,8,27,2022
"13759","GSP_BI","2022-08-28",1.7,2022-08-28,8,28,2022
"13760","GSP_BI","2022-08-29",23.9,2022-08-29,8,29,2022
"13761","GSP_BI","2022-08-30",13,2022-08-30,8,30,2022
"13762","GSP_BI","2022-08-31",0,2022-08-31,8,31,2022
"13763","GSP_BI","2022-09-01",0,2022-09-01,9,1,2022
"13764","GSP_BI","2022-09-02",0,2022-09-02,9,2,2022
"13765","GSP_BI","2022-09-03",0,2022-09-03,9,3,2022
"13766","GSP_BI","2022-09-04",0,2022-09-04,9,4,2022
"13767","GSP_BI","2022-09-05",0,2022-09-05,9,5,2022
"13768","GSP_BI","2022-09-06",0,2022-09-06,9,6,2022
"13769","GSP_BI","2022-09-07",23.8,2022-09-07,9,7,2022
"13770","GSP_BI","2022-09-08",0,2022-09-08,9,8,2022
"13771","GSP_BI","2022-09-09",0.9,2022-09-09,9,9,2022
"13772","GSP_BI","2022-09-10",7.7,2022-09-10,9,10,2022
"13773","GSP_BI","2022-09-11",16.5,2022-09-11,9,11,2022
"13774","GSP_BI","2022-09-12",0.3,2022-09-12,9,12,2022
"13775","GSP_BI","2022-09-13",0,2022-09-13,9,13,2022
"13776","GSP_BI","2022-09-14",0,2022-09-14,9,14,2022
"13777","GSP_BI","2022-09-15",0,2022-09-15,9,15,2022
"13778","GSP_BI","2022-09-16",0,2022-09-16,9,16,2022
"13779","GSP_BI","2022-09-17",0,2022-09-17,9,17,2022
"13780","GSP_BI","2022-09-18",0,2022-09-18,9,18,2022
"13781","GSP_BI","2022-09-19",0,2022-09-19,9,19,2022
"13782","GSP_BI","2022-09-20",0,2022-09-20,9,20,2022
"13783","GSP_BI","2022-09-21",0,2022-09-21,9,21,2022
"13784","GSP_BI","2022-09-22",1.8,2022-09-22,9,22,2022
"13785","GSP_BI","2022-09-23",0,2022-09-23,9,23,2022
"13786","GSP_BI","2022-09-24",0,2022-09-24,9,24,2022
"13787","GSP_BI","2022-09-25",0,2022-09-25,9,25,2022
"13788","GSP_BI","2022-09-26",3.4,2022-09-26,9,26,2022
"13789","GSP_BI","2022-09-27",0,2022-09-27,9,27,2022
"13790","GSP_BI","2022-09-28",0,2022-09-28,9,28,2022
"13791","GSP_BI","2022-09-29",27.8,2022-09-29,9,29,2022
"13792","GSP_BI","2022-09-30",30,2022-09-30,9,30,2022
"13793","GSP_BI","2022-10-01",0,2022-10-01,10,1,2022
"13794","GSP_BI","2022-10-02",0,2022-10-02,10,2,2022
"13795","GSP_BI","2022-10-03",0,2022-10-03,10,3,2022
"13796","GSP_BI","2022-10-04",0,2022-10-04,10,4,2022
"13797","GSP_BI","2022-10-05",0,2022-10-05,10,5,2022
"13798","GSP_BI","2022-10-06",0,2022-10-06,10,6,2022
"13799","GSP_BI","2022-10-07",0,2022-10-07,10,7,2022
"13800","GSP_BI","2022-10-08",0,2022-10-08,10,8,2022
"13801","GSP_BI","2022-10-09",0,2022-10-09,10,9,2022
"13802","GSP_BI","2022-10-10",0,2022-10-10,10,10,2022
"13803","GSP_BI","2022-10-11",0,2022-10-11,10,11,2022
"13804","GSP_BI","2022-10-12",32.8,2022-10-12,10,12,2022
"13805","GSP_BI","2022-10-13",4.9,2022-10-13,10,13,2022
"13806","GSP_BI","2022-10-14",0,2022-10-14,10,14,2022
"13807","GSP_BI","2022-10-15",0,2022-10-15,10,15,2022
"13808","GSP_BI","2022-10-16",0,2022-10-16,10,16,2022
"13809","GSP_BI","2022-10-17",0,2022-10-17,10,17,2022
"13810","GSP_BI","2022-10-18",0,2022-10-18,10,18,2022
"13811","GSP_BI","2022-10-19",0,2022-10-19,10,19,2022
"13812","GSP_BI","2022-10-20",0,2022-10-20,10,20,2022
"13813","GSP_BI","2022-10-21",0,2022-10-21,10,21,2022
"13814","GSP_BI","2022-10-22",0,2022-10-22,10,22,2022
"13815","GSP_BI","2022-10-23",0,2022-10-23,10,23,2022
"13816","GSP_BI","2022-10-24",0,2022-10-24,10,24,2022
"13817","GSP_BI","2022-10-25",0,2022-10-25,10,25,2022
"13818","GSP_BI","2022-10-26",0,2022-10-26,10,26,2022
"13819","GSP_BI","2022-10-27",0,2022-10-27,10,27,2022
"13820","GSP_BI","2022-10-28",15.3,2022-10-28,10,28,2022
"13821","GSP_BI","2022-10-29",1.5,2022-10-29,10,29,2022
"13822","GSP_BI","2022-10-30",0,2022-10-30,10,30,2022
"13823","GSP_BI","2022-10-31",0,2022-10-31,10,31,2022
"13824","GSP_BI","2022-11-01",0,2022-11-01,11,1,2022
"13825","GSP_BI","2022-11-02",0,2022-11-02,11,2,2022
"13826","GSP_BI","2022-11-03",0,2022-11-03,11,3,2022
"13827","GSP_BI","2022-11-04",0,2022-11-04,11,4,2022
"13828","GSP_BI","2022-11-05",0,2022-11-05,11,5,2022
"13829","GSP_BI","2022-11-06",0,2022-11-06,11,6,2022
"13830","GSP_BI","2022-11-07",0,2022-11-07,11,7,2022
"13831","GSP_BI","2022-11-08",0,2022-11-08,11,8,2022
"13832","GSP_BI","2022-11-09",0,2022-11-09,11,9,2022
"13833","GSP_BI","2022-11-10",23,2022-11-10,11,10,2022
"13834","GSP_BI","2022-11-11",3,2022-11-11,11,11,2022
"13835","GSP_BI","2022-11-12",0,2022-11-12,11,12,2022
"13836","GSP_BI","2022-11-13",0,2022-11-13,11,13,2022
"13837","GSP_BI","2022-11-14",0,2022-11-14,11,14,2022
"13838","GSP_BI","2022-11-15",7,2022-11-15,11,15,2022
"13839","GSP_BI","2022-11-16",0,2022-11-16,11,16,2022
"13840","GSP_BI","2022-11-17",0,2022-11-17,11,17,2022
"13841","GSP_BI","2022-11-18",0,2022-11-18,11,18,2022
"13842","GSP_BI","2022-11-19",0,2022-11-19,11,19,2022
"13843","GSP_BI","2022-11-20",0,2022-11-20,11,20,2022
"13844","GSP_BI","2022-11-21",0,2022-11-21,11,21,2022
"13845","GSP_BI","2022-11-22",3.3,2022-11-22,11,22,2022
"13846","GSP_BI","2022-11-23",0.8,2022-11-23,11,23,2022
"13847","GSP_BI","2022-11-24",4.7,2022-11-24,11,24,2022
"13848","GSP_BI","2022-11-25",1.8,2022-11-25,11,25,2022
"13849","GSP_BI","2022-11-26",0,2022-11-26,11,26,2022
"13850","GSP_BI","2022-11-27",0.4,2022-11-27,11,27,2022
"13851","GSP_BI","2022-11-28",0,2022-11-28,11,28,2022
"13852","GSP_BI","2022-11-29",0,2022-11-29,11,29,2022
"13853","GSP_BI","2022-11-30",7,2022-11-30,11,30,2022
"13854","GSP_BI","2022-12-01",0,2022-12-01,12,1,2022
"13855","GSP_BI","2022-12-02",0,2022-12-02,12,2,2022
"13856","GSP_BI","2022-12-03",2,2022-12-03,12,3,2022
"13857","GSP_BI","2022-12-04",0,2022-12-04,12,4,2022
"13858","GSP_BI","2022-12-05",0,2022-12-05,12,5,2022
"13859","GSP_BI","2022-12-06",0,2022-12-06,12,6,2022
"13860","GSP_BI","2022-12-07",0,2022-12-07,12,7,2022
"13861","GSP_BI","2022-12-08",2.2,2022-12-08,12,8,2022
"13862","GSP_BI","2022-12-09",0,2022-12-09,12,9,2022
"13863","GSP_BI","2022-12-10",0,2022-12-10,12,10,2022
"13864","GSP_BI","2022-12-11",1.2,2022-12-11,12,11,2022
"13865","GSP_BI","2022-12-12",0,2022-12-12,12,12,2022
"13866","GSP_BI","2022-12-13",0,2022-12-13,12,13,2022
"13867","GSP_BI","2022-12-14",0.7,2022-12-14,12,14,2022
"13868","GSP_BI","2022-12-15",3.7,2022-12-15,12,15,2022
"13869","GSP_BI","2022-12-16",0,2022-12-16,12,16,2022
"13870","GSP_BI","2022-12-17",0,2022-12-17,12,17,2022
"13871","GSP_BI","2022-12-18",0,2022-12-18,12,18,2022
"13872","GSP_BI","2022-12-19",0,2022-12-19,12,19,2022
"13873","GSP_BI","2022-12-20",17.9,2022-12-20,12,20,2022
"13874","GSP_BI","2022-12-21",4.6,2022-12-21,12,21,2022
"13875","GSP_BI","2022-12-22",14,2022-12-22,12,22,2022
"13876","GSP_BI","2022-12-23",0,2022-12-23,12,23,2022
"13877","GSP_BI","2022-12-24",0,2022-12-24,12,24,2022
"13878","GSP_BI","2022-12-25",0,2022-12-25,12,25,2022
"13879","GSP_BI","2022-12-26",0,2022-12-26,12,26,2022
"13880","GSP_BI","2022-12-27",0,2022-12-27,12,27,2022
"13881","GSP_BI","2022-12-28",0,2022-12-28,12,28,2022
"13882","GSP_BI","2022-12-29",0,2022-12-29,12,29,2022
"13883","GSP_BI","2022-12-30",0,2022-12-30,12,30,2022
"13884","GSP_BI","2022-12-31",0.9,2022-12-31,12,31,2022
"13885","GSP_BI","2023-01-01",0,2023-01-01,1,1,2023
"13886","GSP_BI","2023-01-02",0,2023-01-02,1,2,2023
"13887","GSP_BI","2023-01-03",0,2023-01-03,1,3,2023
"13888","GSP_BI","2023-01-04",7.3,2023-01-04,1,4,2023
"13889","GSP_BI","2023-01-05",0,2023-01-05,1,5,2023
"13890","GSP_BI","2023-01-06",0,2023-01-06,1,6,2023
"13891","GSP_BI","2023-01-07",0,2023-01-07,1,7,2023
"13892","GSP_BI","2023-01-08",0,2023-01-08,1,8,2023
"13893","GSP_BI","2023-01-09",0,2023-01-09,1,9,2023
"13894","GSP_BI","2023-01-10",0,2023-01-10,1,10,2023
"13895","GSP_BI","2023-01-11",0,2023-01-11,1,11,2023
"13896","GSP_BI","2023-01-12",2.5,2023-01-12,1,12,2023
"13897","GSP_BI","2023-01-13",0,2023-01-13,1,13,2023
"13898","GSP_BI","2023-01-14",0,2023-01-14,1,14,2023
"13899","GSP_BI","2023-01-15",0,2023-01-15,1,15,2023
"13900","GSP_BI","2023-01-16",0,2023-01-16,1,16,2023
"13901","GSP_BI","2023-01-17",0.4,2023-01-17,1,17,2023
"13902","GSP_BI","2023-01-18",0,2023-01-18,1,18,2023
"13903","GSP_BI","2023-01-19",0,2023-01-19,1,19,2023
"13904","GSP_BI","2023-01-20",0,2023-01-20,1,20,2023
"13905","GSP_BI","2023-01-21",2.7,2023-01-21,1,21,2023
"13906","GSP_BI","2023-01-22",48,2023-01-22,1,22,2023
"13907","GSP_BI","2023-01-23",0,2023-01-23,1,23,2023
"13908","GSP_BI","2023-01-24",0,2023-01-24,1,24,2023
"13909","GSP_BI","2023-01-25",7.8,2023-01-25,1,25,2023
"13910","GSP_BI","2023-01-26",0,2023-01-26,1,26,2023
"13911","GSP_BI","2023-01-27",0,2023-01-27,1,27,2023
"13912","GSP_BI","2023-01-28",0,2023-01-28,1,28,2023
"13913","GSP_BI","2023-01-29",6.3,2023-01-29,1,29,2023
"13914","GSP_BI","2023-01-30",0.9,2023-01-30,1,30,2023
"13915","GSP_BI","2023-01-31",0,2023-01-31,1,31,2023
"13916","GSP_BI","2023-02-01",0,2023-02-01,2,1,2023
"13917","GSP_BI","2023-02-02",10.1,2023-02-02,2,2,2023
"13918","GSP_BI","2023-02-03",2.1,2023-02-03,2,3,2023
"13919","GSP_BI","2023-02-04",0,2023-02-04,2,4,2023
"13920","GSP_BI","2023-02-05",8,2023-02-05,2,5,2023
"13921","GSP_BI","2023-02-06",0,2023-02-06,2,6,2023
"13922","GSP_BI","2023-02-07",0,2023-02-07,2,7,2023
"13923","GSP_BI","2023-02-08",0,2023-02-08,2,8,2023
"13924","GSP_BI","2023-02-09",0,2023-02-09,2,9,2023
"13925","GSP_BI","2023-02-10",7.5,2023-02-10,2,10,2023
"13926","GSP_BI","2023-02-11",39.9,2023-02-11,2,11,2023
"13927","GSP_BI","2023-02-12",1.7,2023-02-12,2,12,2023
"13928","GSP_BI","2023-02-13",0,2023-02-13,2,13,2023
"13929","GSP_BI","2023-02-14",0,2023-02-14,2,14,2023
"13930","GSP_BI","2023-02-15",0,2023-02-15,2,15,2023
"13931","GSP_BI","2023-02-16",0,2023-02-16,2,16,2023
"13932","GSP_BI","2023-02-17",1.5,2023-02-17,2,17,2023
"13933","GSP_BI","2023-02-18",0,2023-02-18,2,18,2023
"13934","GSP_BI","2023-02-19",0,2023-02-19,2,19,2023
"13935","GSP_BI","2023-02-20",0,2023-02-20,2,20,2023
"13936","GSP_BI","2023-02-21",0,2023-02-21,2,21,2023
"13937","GSP_BI","2023-02-22",0.5,2023-02-22,2,22,2023
"13938","GSP_BI","2023-02-23",9.1,2023-02-23,2,23,2023
"13939","GSP_BI","2023-02-24",2.7,2023-02-24,2,24,2023
"13940","GSP_BI","2023-02-25",0.4,2023-02-25,2,25,2023
"13941","GSP_BI","2023-02-26",0,2023-02-26,2,26,2023
"13942","GSP_BI","2023-02-27",0,2023-02-27,2,27,2023
"13943","GSP_BI","2023-02-28",0.4,2023-02-28,2,28,2023
"13944","GSP_BI","2023-03-01",0,2023-03-01,3,1,2023
"13945","GSP_BI","2023-03-02",0,2023-03-02,3,2,2023
"13946","GSP_BI","2023-03-03",0.3,2023-03-03,3,3,2023
"13947","GSP_BI","2023-03-04",0,2023-03-04,3,4,2023
"13948","GSP_BI","2023-03-05",0,2023-03-05,3,5,2023
"13949","GSP_BI","2023-03-06",0,2023-03-06,3,6,2023
"13950","GSP_BI","2023-03-07",0,2023-03-07,3,7,2023
"13951","GSP_BI","2023-03-08",0,2023-03-08,3,8,2023
"13952","GSP_BI","2023-03-09",0,2023-03-09,3,9,2023
"13953","GSP_BI","2023-03-10",6.1,2023-03-10,3,10,2023
"13954","GSP_BI","2023-03-11",0,2023-03-11,3,11,2023
"13955","GSP_BI","2023-03-12",8.7,2023-03-12,3,12,2023
"13956","GSP_BI","2023-03-13",0,2023-03-13,3,13,2023
"13957","GSP_BI","2023-03-14",0,2023-03-14,3,14,2023
"13958","GSP_BI","2023-03-15",0,2023-03-15,3,15,2023
"13959","GSP_BI","2023-03-16",0,2023-03-16,3,16,2023
"13960","GSP_BI","2023-03-17",3.5,2023-03-17,3,17,2023
"13961","GSP_BI","2023-03-18",4.6,2023-03-18,3,18,2023
"13962","GSP_BI","2023-03-19",0,2023-03-19,3,19,2023
"13963","GSP_BI","2023-03-20",0,2023-03-20,3,20,2023
"13964","GSP_BI","2023-03-21",0,2023-03-21,3,21,2023
"13965","GSP_BI","2023-03-22",0,2023-03-22,3,22,2023
"13966","GSP_BI","2023-03-23",0,2023-03-23,3,23,2023
"13967","GSP_BI","2023-03-24",0,2023-03-24,3,24,2023
"13968","GSP_BI","2023-03-25",0.6,2023-03-25,3,25,2023
"13969","GSP_BI","2023-03-26",41.2,2023-03-26,3,26,2023
"13970","GSP_BI","2023-03-27",0.8,2023-03-27,3,27,2023
"13971","GSP_BI","2023-03-28",0.3,2023-03-28,3,28,2023
"13972","GSP_BI","2023-03-29",0,2023-03-29,3,29,2023
"13973","GSP_BI","2023-03-30",0,2023-03-30,3,30,2023
"13974","GSP_BI","2023-03-31",0,2023-03-31,3,31,2023
"13975","GSP_BI","2023-04-01",0,2023-04-01,4,1,2023
"13976","GSP_BI","2023-04-02",0,2023-04-02,4,2,2023
"13977","GSP_BI","2023-04-03",3.1,2023-04-03,4,3,2023
"13978","GSP_BI","2023-04-04",0,2023-04-04,4,4,2023
"13979","GSP_BI","2023-04-05",0,2023-04-05,4,5,2023
"13980","GSP_BI","2023-04-06",0,2023-04-06,4,6,2023
"13981","GSP_BI","2023-04-07",2,2023-04-07,4,7,2023
"13982","GSP_BI","2023-04-08",36,2023-04-08,4,8,2023
"13983","GSP_BI","2023-04-09",0.6,2023-04-09,4,9,2023
"13984","GSP_BI","2023-04-10",0,2023-04-10,4,10,2023
"13985","GSP_BI","2023-04-11",0,2023-04-11,4,11,2023
"13986","GSP_BI","2023-04-12",0,2023-04-12,4,12,2023
"13987","GSP_BI","2023-04-13",5.1,2023-04-13,4,13,2023
"13988","GSP_BI","2023-04-14",3.4,2023-04-14,4,14,2023
"13989","GSP_BI","2023-04-15",0,2023-04-15,4,15,2023
"13990","GSP_BI","2023-04-16",0,2023-04-16,4,16,2023
"13991","GSP_BI","2023-04-17",0,2023-04-17,4,17,2023
"13992","GSP_BI","2023-04-18",0,2023-04-18,4,18,2023
"13993","GSP_BI","2023-04-19",0,2023-04-19,4,19,2023
"13994","GSP_BI","2023-04-20",0,2023-04-20,4,20,2023
"13995","GSP_BI","2023-04-21",0,2023-04-21,4,21,2023
"13996","GSP_BI","2023-04-22",15.2,2023-04-22,4,22,2023
"13997","GSP_BI","2023-04-23",0,2023-04-23,4,23,2023
"13998","GSP_BI","2023-04-24",0,2023-04-24,4,24,2023
"13999","GSP_BI","2023-04-25",0,2023-04-25,4,25,2023
"14000","GSP_BI","2023-04-26",0,2023-04-26,4,26,2023
"14001","GSP_BI","2023-04-27",8.1,2023-04-27,4,27,2023
"14002","GSP_BI","2023-04-28",0.5,2023-04-28,4,28,2023
"14003","GSP_BI","2023-04-29",9.5,2023-04-29,4,29,2023
"14004","GSP_BI","2023-04-30",21.9,2023-04-30,4,30,2023
"14005","GSP_BI","2023-05-01",0,2023-05-01,5,1,2023
"14006","GSP_BI","2023-05-02",0,2023-05-02,5,2,2023
"14007","GSP_BI","2023-05-03",0,2023-05-03,5,3,2023
"14008","GSP_BI","2023-05-04",0,2023-05-04,5,4,2023
"14009","GSP_BI","2023-05-05",0,2023-05-05,5,5,2023
"14010","GSP_BI","2023-05-06",0,2023-05-06,5,6,2023
"14011","GSP_BI","2023-05-07",0,2023-05-07,5,7,2023
"14012","GSP_BI","2023-05-08",0,2023-05-08,5,8,2023
"14013","GSP_BI","2023-05-09",0,2023-05-09,5,9,2023
"14014","GSP_BI","2023-05-10",0,2023-05-10,5,10,2023
"14015","GSP_BI","2023-05-11",0,2023-05-11,5,11,2023
"14016","GSP_BI","2023-05-12",0,2023-05-12,5,12,2023
"14017","GSP_BI","2023-05-13",0,2023-05-13,5,13,2023
"14018","GSP_BI","2023-05-14",0,2023-05-14,5,14,2023
"14019","GSP_BI","2023-05-15",0,2023-05-15,5,15,2023
"14020","GSP_BI","2023-05-16",0,2023-05-16,5,16,2023
"14021","GSP_BI","2023-05-17",2.1,2023-05-17,5,17,2023
"14022","GSP_BI","2023-05-18",41.7,2023-05-18,5,18,2023
"14023","GSP_BI","2023-05-19",57.7,2023-05-19,5,19,2023
"14024","GSP_BI","2023-05-20",0,2023-05-20,5,20,2023
"14025","GSP_BI","2023-05-21",0.5,2023-05-21,5,21,2023
"14026","GSP_BI","2023-05-22",0,2023-05-22,5,22,2023
"14027","GSP_BI","2023-05-23",0,2023-05-23,5,23,2023
"14028","GSP_BI","2023-05-24",0,2023-05-24,5,24,2023
"14029","GSP_BI","2023-05-25",4.1,2023-05-25,5,25,2023
"14030","GSP_BI","2023-05-26",16.6,2023-05-26,5,26,2023
"14031","GSP_BI","2023-05-27",24,2023-05-27,5,27,2023
"14032","GSP_BI","2023-05-28",3,2023-05-28,5,28,2023
"14033","GSP_BI","2023-05-29",0,2023-05-29,5,29,2023
"14034","GSP_BI","2023-05-30",6.5,2023-05-30,5,30,2023
"14035","GSP_BI","2023-05-31",0,2023-05-31,5,31,2023
"14036","GSP_BI","2023-06-01",0,2023-06-01,6,1,2023
"14037","GSP_BI","2023-06-02",0,2023-06-02,6,2,2023
"14038","GSP_BI","2023-06-03",0,2023-06-03,6,3,2023
"14039","GSP_BI","2023-06-04",0,2023-06-04,6,4,2023
"14040","GSP_BI","2023-06-05",0,2023-06-05,6,5,2023
"14041","GSP_BI","2023-06-06",0,2023-06-06,6,6,2023
"14042","GSP_BI","2023-06-07",7.4,2023-06-07,6,7,2023
"14043","GSP_BI","2023-06-08",2.9,2023-06-08,6,8,2023
"14044","GSP_BI","2023-06-09",0,2023-06-09,6,9,2023
"14045","GSP_BI","2023-06-10",0,2023-06-10,6,10,2023
"14046","GSP_BI","2023-06-11",2.1,2023-06-11,6,11,2023
"14047","GSP_BI","2023-06-12",3.4,2023-06-12,6,12,2023
"14048","GSP_BI","2023-06-13",0,2023-06-13,6,13,2023
"14049","GSP_BI","2023-06-14",0,2023-06-14,6,14,2023
"14050","GSP_BI","2023-06-15",0,2023-06-15,6,15,2023
"14051","GSP_BI","2023-06-16",0,2023-06-16,6,16,2023
"14052","GSP_BI","2023-06-17",0,2023-06-17,6,17,2023
"14053","GSP_BI","2023-06-18",0,2023-06-18,6,18,2023
"14054","GSP_BI","2023-06-19",3.5,2023-06-19,6,19,2023
"14055","GSP_BI","2023-06-20",47.9,2023-06-20,6,20,2023
"14056","GSP_BI","2023-06-21",6.4,2023-06-21,6,21,2023
"14057","GSP_BI","2023-06-22",13.3,2023-06-22,6,22,2023
"14058","GSP_BI","2023-06-23",13.7,2023-06-23,6,23,2023
"14059","GSP_BI","2023-06-24",1,2023-06-24,6,24,2023
"14060","GSP_BI","2023-06-25",0.4,2023-06-25,6,25,2023
"14061","GSP_BI","2023-06-26",7.4,2023-06-26,6,26,2023
"14062","GSP_BI","2023-06-27",0,2023-06-27,6,27,2023
"14063","GSP_BI","2023-06-28",0,2023-06-28,6,28,2023
"14064","GSP_BI","2023-06-29",0,2023-06-29,6,29,2023
"14065","GSP_BI","2023-06-30",0,2023-06-30,6,30,2023
"14066","GSP_BI","2023-07-01",0,2023-07-01,7,1,2023
"14067","GSP_BI","2023-07-02",0,2023-07-02,7,2,2023
"14068","GSP_BI","2023-07-03",0.8,2023-07-03,7,3,2023
"14069","GSP_BI","2023-07-04",27.2,2023-07-04,7,4,2023
"14070","GSP_BI","2023-07-05",4.3,2023-07-05,7,5,2023
"14071","GSP_BI","2023-07-06",9.5,2023-07-06,7,6,2023
"14072","GSP_BI","2023-07-07",3,2023-07-07,7,7,2023
"14073","GSP_BI","2023-07-08",23.9,2023-07-08,7,8,2023
"14074","GSP_BI","2023-07-09",9,2023-07-09,7,9,2023
"14075","GSP_BI","2023-07-10",1.4,2023-07-10,7,10,2023
"14076","GSP_BI","2023-07-11",0,2023-07-11,7,11,2023
"14077","GSP_BI","2023-07-12",3.7,2023-07-12,7,12,2023
"14078","GSP_BI","2023-07-13",1.2,2023-07-13,7,13,2023
"14079","GSP_BI","2023-07-14",1.1,2023-07-14,7,14,2023
"14080","GSP_BI","2023-07-15",0.6,2023-07-15,7,15,2023
"14081","GSP_BI","2023-07-16",0,2023-07-16,7,16,2023
"14082","GSP_BI","2023-07-17",0,2023-07-17,7,17,2023
"14083","GSP_BI","2023-07-18",0,2023-07-18,7,18,2023
"14084","GSP_BI","2023-07-19",0.9,2023-07-19,7,19,2023
"14085","GSP_BI","2023-07-20",1.5,2023-07-20,7,20,2023
"14086","GSP_BI","2023-07-21",2.9,2023-07-21,7,21,2023
"14087","GSP_BI","2023-07-22",1.9,2023-07-22,7,22,2023
"14088","GSP_BI","2023-07-23",34.8,2023-07-23,7,23,2023
"14089","GSP_BI","2023-07-24",0,2023-07-24,7,24,2023
"14090","GSP_BI","2023-07-25",0.9,2023-07-25,7,25,2023
"14091","GSP_BI","2023-07-26",0,2023-07-26,7,26,2023
"14092","GSP_BI","2023-07-27",0,2023-07-27,7,27,2023
"14093","GSP_BI","2023-07-28",5.7,2023-07-28,7,28,2023
"14094","GSP_BI","2023-07-29",6.1,2023-07-29,7,29,2023
"14095","GSP_BI","2023-07-30",9.4,2023-07-30,7,30,2023
"14096","GSP_BI","2023-07-31",2.1,2023-07-31,7,31,2023
"14097","GSP_BI","2023-08-01",12.9,2023-08-01,8,1,2023
"14098","GSP_BI","2023-08-02",0,2023-08-02,8,2,2023
"14099","GSP_BI","2023-08-03",11.2,2023-08-03,8,3,2023
"14100","GSP_BI","2023-08-04",49.8,2023-08-04,8,4,2023
"14101","GSP_BI","2023-08-05",0,2023-08-05,8,5,2023
"14102","GSP_BI","2023-08-06",0,2023-08-06,8,6,2023
"14103","GSP_BI","2023-08-07",8.8,2023-08-07,8,7,2023
"14104","GSP_BI","2023-08-08",0,2023-08-08,8,8,2023
"14105","GSP_BI","2023-08-09",0,2023-08-09,8,9,2023
"14106","GSP_BI","2023-08-10",18.7,2023-08-10,8,10,2023
"14107","GSP_BI","2023-08-11",0,2023-08-11,8,11,2023
"14108","GSP_BI","2023-08-12",0,2023-08-12,8,12,2023
"14109","GSP_BI","2023-08-13",0,2023-08-13,8,13,2023
"14110","GSP_BI","2023-08-14",7.9,2023-08-14,8,14,2023
"14111","GSP_BI","2023-08-15",0,2023-08-15,8,15,2023
"14112","GSP_BI","2023-08-16",14.2,2023-08-16,8,16,2023
"14113","GSP_BI","2023-08-17",0,2023-08-17,8,17,2023
"14114","GSP_BI","2023-08-18",0,2023-08-18,8,18,2023
"14115","GSP_BI","2023-08-19",1.8,2023-08-19,8,19,2023
"14116","GSP_BI","2023-08-20",0,2023-08-20,8,20,2023
"14117","GSP_BI","2023-08-21",0,2023-08-21,8,21,2023
"14118","GSP_BI","2023-08-22",0,2023-08-22,8,22,2023
"14119","GSP_BI","2023-08-23",0,2023-08-23,8,23,2023
"14120","GSP_BI","2023-08-24",0,2023-08-24,8,24,2023
"14121","GSP_BI","2023-08-25",0,2023-08-25,8,25,2023
"14122","GSP_BI","2023-08-26",13.2,2023-08-26,8,26,2023
"14123","GSP_BI","2023-08-27",39.1,2023-08-27,8,27,2023
"14124","GSP_BI","2023-08-28",7.1,2023-08-28,8,28,2023
"14125","GSP_BI","2023-08-29",0.9,2023-08-29,8,29,2023
"14126","GSP_BI","2023-08-30",144.2,2023-08-30,8,30,2023
"14127","GSP_BI","2023-08-31",1.8,2023-08-31,8,31,2023
"14128","GSP_BI","2023-09-01",0,2023-09-01,9,1,2023
"14129","GSP_BI","2023-09-02",0,2023-09-02,9,2,2023
"14130","GSP_BI","2023-09-03",0,2023-09-03,9,3,2023
"14131","GSP_BI","2023-09-04",0,2023-09-04,9,4,2023
"14132","GSP_BI","2023-09-05",0,2023-09-05,9,5,2023
"14133","GSP_BI","2023-09-06",0,2023-09-06,9,6,2023
"14134","GSP_BI","2023-09-07",0,2023-09-07,9,7,2023
"14135","GSP_BI","2023-09-08",0,2023-09-08,9,8,2023
