"Plot Title: 10760187"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 10760187, SEN S/N: 10769194)","Water Content, m³/m³ (LGR S/N: 10760187, SEN S/N: 10769196)"
1,10/17/16 11:03:47 AM,0.4063,0.4157
2,10/17/16 11:33:47 AM,0.4070,0.4150
3,10/17/16 12:03:47 PM,0.4070,0.4143
4,10/17/16 12:33:47 PM,0.4063,0.4092
5,10/17/16 01:03:47 PM,0.4027,0.4041
6,10/17/16 01:33:47 PM,0.3998,0.4034
7,10/17/16 02:03:47 PM,0.3976,0.4027
8,10/17/16 02:33:47 PM,0.3961,0.4019
9,10/17/16 03:03:47 PM,0.3947,0.4012
10,10/17/16 03:33:47 PM,0.3940,0.4005
11,10/17/16 04:03:47 PM,0.3932,0.3998
12,10/17/16 04:33:47 PM,0.3940,0.3998
13,10/17/16 05:03:47 PM,0.3932,0.3998
14,10/17/16 05:33:47 PM,0.3932,0.3998
15,10/17/16 06:03:47 PM,0.3932,0.3998
16,10/17/16 06:33:47 PM,0.3932,0.3998
17,10/17/16 07:03:47 PM,0.3932,0.3998
18,10/17/16 07:33:47 PM,0.3932,0.3998
19,10/17/16 08:03:47 PM,0.3940,0.4005
20,10/17/16 08:33:47 PM,0.3940,0.4005
21,10/17/16 09:03:47 PM,0.3947,0.4005
22,10/17/16 09:33:47 PM,0.3947,0.4012
23,10/17/16 10:03:47 PM,0.3947,0.4012
24,10/17/16 10:33:47 PM,0.3954,0.4012
25,10/17/16 11:03:47 PM,0.3954,0.4012
26,10/17/16 11:33:47 PM,0.3961,0.4019
27,10/18/16 12:03:47 AM,0.3961,0.4019
28,10/18/16 12:33:47 AM,0.3969,0.4019
29,10/18/16 01:03:47 AM,0.3976,0.4019
30,10/18/16 01:33:47 AM,0.3983,0.4027
31,10/18/16 02:03:47 AM,0.3983,0.4019
32,10/18/16 02:33:47 AM,0.3990,0.4027
33,10/18/16 03:03:47 AM,0.3998,0.4027
34,10/18/16 03:33:47 AM,0.3998,0.4027
35,10/18/16 04:03:47 AM,0.4005,0.4027
36,10/18/16 04:33:47 AM,0.4005,0.4027
37,10/18/16 05:03:47 AM,0.4012,0.4034
38,10/18/16 05:33:47 AM,0.4005,0.4034
39,10/18/16 06:03:47 AM,0.4019,0.4027
40,10/18/16 06:33:47 AM,0.4019,0.4034
41,10/18/16 07:03:47 AM,0.4019,0.4034
42,10/18/16 07:33:47 AM,0.4027,0.4034
43,10/18/16 08:03:47 AM,0.4027,0.4034
44,10/18/16 08:33:47 AM,0.4034,0.4034
45,10/18/16 09:03:47 AM,0.4034,0.4041
46,10/18/16 09:33:47 AM,0.4041,0.4049
47,10/18/16 10:03:47 AM,0.4041,0.4056
48,10/18/16 10:33:47 AM,0.4049,0.4056
49,10/18/16 11:03:47 AM,0.4056,0.4056
50,10/18/16 11:33:47 AM,0.4034,0.4049
51,10/18/16 12:03:47 PM,0.4012,0.4034
52,10/18/16 12:33:47 PM,0.3961,0.4027
53,10/18/16 01:03:47 PM,0.3947,0.4012
54,10/18/16 01:33:47 PM,0.3932,0.4012
55,10/18/16 02:03:47 PM,0.3932,0.4005
56,10/18/16 02:33:47 PM,0.3925,0.3998
57,10/18/16 03:03:47 PM,0.3925,0.3998
58,10/18/16 03:33:47 PM,0.3932,0.3998
59,10/18/16 04:03:47 PM,0.3932,0.3990
60,10/18/16 04:33:47 PM,0.3940,0.3990
61,10/18/16 05:03:47 PM,0.3940,0.3990
62,10/18/16 05:33:47 PM,0.3932,0.3990
63,10/18/16 06:03:47 PM,0.3932,0.3990
64,10/18/16 06:33:47 PM,0.3932,0.3990
65,10/18/16 07:03:47 PM,0.3932,0.3990
66,10/18/16 07:33:47 PM,0.3932,0.3990
67,10/18/16 08:03:47 PM,0.3925,0.3998
68,10/18/16 08:33:47 PM,0.3932,0.3990
69,10/18/16 09:03:47 PM,0.3925,0.3998
70,10/18/16 09:33:47 PM,0.3925,0.3998
71,10/18/16 10:03:47 PM,0.3925,0.3998
72,10/18/16 10:33:47 PM,0.3925,0.3998
73,10/18/16 11:03:47 PM,0.3925,0.4005
74,10/18/16 11:33:47 PM,0.3925,0.4005
75,10/19/16 12:03:47 AM,0.3925,0.4005
76,10/19/16 12:33:47 AM,0.3925,0.4005
77,10/19/16 01:03:47 AM,0.3925,0.4012
78,10/19/16 01:33:47 AM,0.3925,0.4012
79,10/19/16 02:03:47 AM,0.3925,0.4012
80,10/19/16 02:33:47 AM,0.3925,0.4012
