"","...1","X","quad","site","num_news","num_fr","site_ID","startyear","startx","endx","ID","size0","rep0","size1","comm1","TSF","TBF","s.TSF","s.TBF","s.sq.TSF","s.logsize0","logsize1","prep1","crep1","s.T_RA","s.P_RA","s.sq.T_RA","s.sq.P_RA","s.T_RC","s.sq.T_RC","s.T_RW","s.P_RW","s.sq.P_RW","s.T_RD","s.P_RD","s.sq.P_RD","s.T_RH","s.P_RH","s.sq.T_RH","s.T_LA","s.P_LA","s.sq.T_LA","s.sq.P_LA","s.T_LC","s.sq.T_LC","s.T_LW","s.P_LW","s.sq.P_LW","s.T_LD","s.P_LD","s.sq.P_LD","s.T_LH","s.P_LH","s.sq.T_LH","log.fr"
"248",248,24688,"1","CH",0,0,"CH_2",2021,25,50,"2",222,NA,70,"qs25-50",1,10,-0.284828489830594,3.19015662753946,-0.332247869017775,0.825131932640834,4.24992279404054,0,NA,-0.278035030514376,-0.851431118358407,-0.293203457276998,-0.851594916854978,-0.836009520800546,0.171290817963301,-0.91218132512469,-0.748411756235274,-0.653519993648549,1.11713513316938,-0.876521666223589,-0.784352340588541,-0.781687842976128,1.78985090083703,-0.792843911129706,-0.28485391596056,-0.738112576753516,-0.311512788075091,-0.797280049505801,0.136776672475739,-0.0789825918420083,0.257046823454381,-0.718881335451252,-0.778083054030451,0.575910023244615,-0.690237166488304,-0.773281804881782,-0.636075584842791,-0.986315058697378,-0.651979062656217,-2.30258509299405
"249",249,24729,"3","CH",0,0,"CH_31",2021,25,50,"31",28,NA,120,"qs25-50",1,10,-0.284828489830594,3.19015662753946,-0.332247869017775,-1.07141783649841,4.78832472908594,0,NA,-0.278035030514376,-0.851431118358407,-0.293203457276998,-0.851594916854978,-0.836009520800546,0.171290817963301,-0.91218132512469,-0.748411756235274,-0.653519993648549,1.11713513316938,-0.876521666223589,-0.784352340588541,-0.781687842976128,1.78985090083703,-0.792843911129706,-0.28485391596056,-0.738112576753516,-0.311512788075091,-0.797280049505801,0.136776672475739,-0.0789825918420083,0.257046823454381,-0.718881335451252,-0.778083054030451,0.575910023244615,-0.690237166488304,-0.773281804881782,-0.636075584842791,-0.986315058697378,-0.651979062656217,-2.30258509299405
"250",250,24771,"4","CH",0,42,"CH_72",2021,25,50,"72",36,5,175,"qs25-50",1,10,-0.284828489830594,3.19015662753946,-0.332247869017775,-0.84159317604122,5.16535723929181,0,NA,-0.278035030514376,-0.851431118358407,-0.293203457276998,-0.851594916854978,-0.836009520800546,0.171290817963301,-0.91218132512469,-0.748411756235274,-0.653519993648549,1.11713513316938,-0.876521666223589,-0.784352340588541,-0.781687842976128,1.78985090083703,-0.792843911129706,-0.28485391596056,-0.738112576753516,-0.311512788075091,-0.797280049505801,0.136776672475739,-0.0789825918420083,0.257046823454381,-0.718881335451252,-0.778083054030451,0.575910023244615,-0.690237166488304,-0.773281804881782,-0.636075584842791,-0.986315058697378,-0.651979062656217,3.74004774068834
"251",251,24797,"5","CH",0,30,"CH_94",2021,25,50,"94",414,11,204,"qs25-50",1,10,-0.284828489830594,3.19015662753946,-0.332247869017775,1.39664012377759,5.3186100698158,1,12,-0.278035030514376,-0.851431118358407,-0.293203457276998,-0.851594916854978,-0.836009520800546,0.171290817963301,-0.91218132512469,-0.748411756235274,-0.653519993648549,1.11713513316938,-0.876521666223589,-0.784352340588541,-0.781687842976128,1.78985090083703,-0.792843911129706,-0.28485391596056,-0.738112576753516,-0.311512788075091,-0.797280049505801,0.136776672475739,-0.0789825918420083,0.257046823454381,-0.718881335451252,-0.778083054030451,0.575910023244615,-0.690237166488304,-0.773281804881782,-0.636075584842791,-0.986315058697378,-0.651979062656217,3.40452517175483
"252",252,25018,"1","CM",1,0,"CM_15",2021,25,50,"15",85,NA,60,"qs25-50",0,1,-0.7729025875897,-0.691141519449022,-0.390481161702352,-0.0549098289826517,4.09600984154116,0,NA,-0.0259047175688651,-1.09984088157205,-0.0409631825173659,-1.05439955295358,-0.79136308062316,0.0713238388602577,-0.949122717037276,-1.16851313004991,-0.824143839021463,1.0976853388016,-0.61637857030494,-0.626838716998648,-0.715934501638571,1.15585231564173,-0.727836648131019,0.685777525504911,1.32333893887331,0.684380742601447,1.42186948677909,-0.187980815692055,-0.390447947488876,1.01909131959253,1.23969841063059,1.30497192935014,0.456384982737688,1.27684730870603,1.39079651988512,0.132499186721226,1.28372169920757,0.105042436611514,-2.30258509299405
"253",253,25430,"6","CM",0,14,"CM_229",2021,25,50,"229",174,NA,56,"qs25-50, no new",0,1,-0.7729025875897,-0.691141519449022,-0.390481161702352,0.601752227045677,4.02713581252865,0,NA,-0.0259047175688651,-1.09984088157205,-0.0409631825173659,-1.05439955295358,-0.79136308062316,0.0713238388602577,-0.949122717037276,-1.16851313004991,-0.824143839021463,1.0976853388016,-0.61637857030494,-0.626838716998648,-0.715934501638571,1.15585231564173,-0.727836648131019,0.685777525504911,1.32333893887331,0.684380742601447,1.42186948677909,-0.187980815692055,-0.390447947488876,1.01909131959253,1.23969841063059,1.30497192935014,0.456384982737688,1.27684730870603,1.39079651988512,0.132499186721226,1.28372169920757,0.105042436611514,2.64617479738412
"254",254,25627,"east-4","GSP-BI",2,0,"GSP-BI_113",2021,175,200,"113",72,NA,70,"qs175-200, no new",1,3,-0.284828489830594,0.171369179881752,-0.332247869017775,-0.206986394750423,4.24992279404054,0,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-0.13897098112145,1.23227500677879,-0.164710788527012,1.30293366160097,0.492131610509142,0.313961764501807,0.400777984712434,1.44349569263531,1.57647101696764,0.625385421833694,1.23199784909967,1.33134031154107,-0.263851623659128,1.49069579807303,-0.28945317911294,-2.30258509299405
"255",255,25778,"west-2","GSP-BI",1,22,"GSP-BI_248",2021,50,75,"248",84,NA,427,"qs50-75",1,3,-0.284828489830594,0.171369179881752,-0.332247869017775,-0.0657536718580629,6.05701817784742,0,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-0.13897098112145,1.23227500677879,-0.164710788527012,1.30293366160097,0.492131610509142,0.313961764501807,0.400777984712434,1.44349569263531,1.57647101696764,0.625385421833694,1.23199784909967,1.33134031154107,-0.263851623659128,1.49069579807303,-0.28945317911294,3.09557760852371
"256",256,25953,"north-20","GSP-LI",0,0,"GSP-LI_292",2021,900,925,"292",227,NA,87,"qs900-925, no new",2,1,0.203245607928512,-0.691141519449022,-0.157547990964043,0.845555270024628,4.46705688385846,0,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-1.04666584205755,1.17775104302312,-1.06158493423842,1.23264643925065,-0.387104533927382,-0.558919041635349,-0.0653527269721596,1.14107022492809,1.17728500151816,-0.0192102727353657,1.26186819882223,1.37088645665693,-0.366535916191879,1.54278590190607,-0.390231791295313,-2.30258509299405
"257",257,26012,"south-2","GSP-LI",0,3,"GSP-LI_49",2021,75,100,"49",100,3,NA,"qs75-100, no new; PresAlive22",2,1,0.203245607928512,-0.691141519449022,-0.157547990964043,0.0940198163749658,NA,0,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-1.04666584205755,1.17775104302312,-1.06158493423842,1.23264643925065,-0.387104533927382,-0.558919041635349,-0.0653527269721596,1.14107022492809,1.17728500151816,-0.0192102727353657,1.26186819882223,1.37088645665693,-0.366535916191879,1.54278590190607,-0.390231791295313,1.1314021114911
"258",258,26113,"south-7","GSP-LI",0,0,"GSP-LI_143",2021,325,350,"143",327,8,162,"qs325-350, no new",2,1,0.203245607928512,-0.691141519449022,-0.157547990964043,1.18028416841875,5.08821342874163,0,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-1.04666584205755,1.17775104302312,-1.06158493423842,1.23264643925065,-0.387104533927382,-0.558919041635349,-0.0653527269721596,1.14107022492809,1.17728500151816,-0.0192102727353657,1.26186819882223,1.37088645665693,-0.366535916191879,1.54278590190607,-0.390231791295313,-2.30258509299405
"259",259,26130,"south-9","GSP-LI",0,9,"GSP-LI_160",2021,425,450,"160",38,5,12,"qs425-450, no new",2,1,0.203245607928512,-0.691141519449022,-0.157547990964043,-0.792126831592688,2.4932054526027,0,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-1.04666584205755,1.17775104302312,-1.06158493423842,1.23264643925065,-0.387104533927382,-0.558919041635349,-0.0653527269721596,1.14107022492809,1.17728500151816,-0.0192102727353657,1.26186819882223,1.37088645665693,-0.366535916191879,1.54278590190607,-0.390231791295313,2.2082744135228
"260",260,26406,"16","IA",2,4,"IA_147",2021,25,50,"147",88,4,92,"qs25-50",2,4,0.203245607928512,0.60262452954714,-0.157547990964043,-0.0231267971552005,4.52287494326126,0,NA,1.73487841981753,-1.39528911325024,1.7735397115055,-1.28262263838348,-0.255605798494521,-0.810017691191063,0.131412996406075,-1.63246003559763,-0.936091308203372,1.4186069458698,-0.924047808747188,-0.810721036091786,-0.189907770938125,1.3110685417724,-0.203781513453305,0.0174772122878748,0.0729282129011675,-0.00614566218973301,-0.0423531673635484,-0.258467087633766,-0.452039643570776,0.740972007435419,0.156661147575233,0.0352960887014542,0.502777001311799,-0.373497186327604,-0.486154612385961,0.20279437207211,0.871764487891566,0.175920828197257,1.41098697371026
"261",261,26422,"17","IA",1,10,"IA_158",2021,25,50,"158",504,NA,336,"inf broken, qs25-50",2,4,0.203245607928512,0.60262452954714,-0.157547990964043,1.57705834306702,5.81740873473106,1,5,1.73487841981753,-1.39528911325024,1.7735397115055,-1.28262263838348,-0.255605798494521,-0.810017691191063,0.131412996406075,-1.63246003559763,-0.936091308203372,1.4186069458698,-0.924047808747188,-0.810721036091786,-0.189907770938125,1.3110685417724,-0.203781513453305,0.0174772122878748,0.0729282129011675,-0.00614566218973301,-0.0423531673635484,-0.258467087633766,-0.452039643570776,0.740972007435419,0.156661147575233,0.0352960887014542,0.502777001311799,-0.373497186327604,-0.486154612385961,0.20279437207211,0.871764487891566,0.175920828197257,2.31253542384721
"262",262,26541,"25","IA",0,7,"IA_245",2021,25,50,"245",NA,NA,384,"qs25-50, no new",2,4,0.203245607928512,0.60262452954714,-0.157547990964043,NA,5.95090293535186,1,12,1.73487841981753,-1.39528911325024,1.7735397115055,-1.28262263838348,-0.255605798494521,-0.810017691191063,0.131412996406075,-1.63246003559763,-0.936091308203372,1.4186069458698,-0.924047808747188,-0.810721036091786,-0.189907770938125,1.3110685417724,-0.203781513453305,0.0174772122878748,0.0729282129011675,-0.00614566218973301,-0.0423531673635484,-0.258467087633766,-0.452039643570776,0.740972007435419,0.156661147575233,0.0352960887014542,0.502777001311799,-0.373497186327604,-0.486154612385961,0.20279437207211,0.871764487891566,0.175920828197257,1.96009478404727
"263",263,26543,"26","IA",0,0,"IA_258",2021,1950,1975,"258",54,10,138,"qs1975-1950, no new",2,4,0.203245607928512,0.60262452954714,-0.157547990964043,-0.470475696307577,4.92797806041525,0,NA,1.73487841981753,-1.39528911325024,1.7735397115055,-1.28262263838348,-0.255605798494521,-0.810017691191063,0.131412996406075,-1.63246003559763,-0.936091308203372,1.4186069458698,-0.924047808747188,-0.810721036091786,-0.189907770938125,1.3110685417724,-0.203781513453305,0.0174772122878748,0.0729282129011675,-0.00614566218973301,-0.0423531673635484,-0.258467087633766,-0.452039643570776,0.740972007435419,0.156661147575233,0.0352960887014542,0.502777001311799,-0.373497186327604,-0.486154612385961,0.20279437207211,0.871764487891566,0.175920828197257,-2.30258509299405
"264",264,26920,"8","ME",0,0,"ME_18.7.",2021,25,50,"18.7.",21,NA,54,"qs25-50, no new",2,2,0.203245607928512,-0.259886169783635,-0.157547990964043,-1.33424357752515,3.99083418585244,0,NA,0.756034738136856,-1.76421065517472,0.753397467836028,-1.54779524943729,-0.456514779292761,-0.548369424457077,-0.19182418282912,-1.48154983335354,-0.908486924943656,1.21438410500822,-1.20670328796649,-0.952177295581415,-0.0584010882630116,0.417978256035886,-0.0716574434815895,-0.0283512694078291,-1.69863396820348,-0.0527155122749989,-1.49308823572091,-0.656654450577196,-0.759723824421152,0.588478645725752,-1.00364412730484,-1.00157827875127,0.200736984020184,-2.08612598737413,-1.7581681269193,0.205090910234153,0.616402045120059,0.178241055783508,-2.30258509299405
"265",265,27065,"2","CH",0,6,"CH_19.15.",2021,25,50,"19.15.",120,NA,360,"qs25-50",1,10,-0.284828489830594,3.19015662753946,-0.332247869017775,0.261124922735442,5.88638177065483,0,NA,-0.278035030514376,-0.851431118358407,-0.293203457276998,-0.851594916854978,-0.836009520800546,0.171290817963301,-0.91218132512469,-0.748411756235274,-0.653519993648549,1.11713513316938,-0.876521666223589,-0.784352340588541,-0.781687842976128,1.78985090083703,-0.792843911129706,-0.28485391596056,-0.738112576753516,-0.311512788075091,-0.797280049505801,0.136776672475739,-0.0789825918420083,0.257046823454381,-0.718881335451252,-0.778083054030451,0.575910023244615,-0.690237166488304,-0.773281804881782,-0.636075584842791,-0.986315058697378,-0.651979062656217,1.80828877117927
"266",266,27091,"7","CH",0,22,"CH_19.40.",2021,25,50,"19.40.",128,NA,64,"qs25-50, no new",1,10,-0.284828489830594,3.19015662753946,-0.332247869017775,0.320283428067118,4.16044436392662,1,4,-0.278035030514376,-0.851431118358407,-0.293203457276998,-0.851594916854978,-0.836009520800546,0.171290817963301,-0.91218132512469,-0.748411756235274,-0.653519993648549,1.11713513316938,-0.876521666223589,-0.784352340588541,-0.781687842976128,1.78985090083703,-0.792843911129706,-0.28485391596056,-0.738112576753516,-0.311512788075091,-0.797280049505801,0.136776672475739,-0.0789825918420083,0.257046823454381,-0.718881335451252,-0.778083054030451,0.575910023244615,-0.690237166488304,-0.773281804881782,-0.636075584842791,-0.986315058697378,-0.651979062656217,3.09557760852371
"267",267,27100,"11","CH",0,26,"CH_19.49.",2021,25,50,"19.49.",48,NA,102,"qs25-50, no new",1,10,-0.284828489830594,3.19015662753946,-0.332247869017775,-0.578315373021186,4.62595272517062,0,NA,-0.278035030514376,-0.851431118358407,-0.293203457276998,-0.851594916854978,-0.836009520800546,0.171290817963301,-0.91218132512469,-0.748411756235274,-0.653519993648549,1.11713513316938,-0.876521666223589,-0.784352340588541,-0.781687842976128,1.78985090083703,-0.792843911129706,-0.28485391596056,-0.738112576753516,-0.311512788075091,-0.797280049505801,0.136776672475739,-0.0789825918420083,0.257046823454381,-0.718881335451252,-0.778083054030451,0.575910023244615,-0.690237166488304,-0.773281804881782,-0.636075584842791,-0.986315058697378,-0.651979062656217,3.26193531432865
"268",268,27105,"12","CH",0,0,"CH_19.54.",2021,25,50,"19.54.",60,NA,250,"qs25-50",1,10,-0.284828489830594,3.19015662753946,-0.332247869017775,-0.373989818872417,5.52186083788357,0,NA,-0.278035030514376,-0.851431118358407,-0.293203457276998,-0.851594916854978,-0.836009520800546,0.171290817963301,-0.91218132512469,-0.748411756235274,-0.653519993648549,1.11713513316938,-0.876521666223589,-0.784352340588541,-0.781687842976128,1.78985090083703,-0.792843911129706,-0.28485391596056,-0.738112576753516,-0.311512788075091,-0.797280049505801,0.136776672475739,-0.0789825918420083,0.257046823454381,-0.718881335451252,-0.778083054030451,0.575910023244615,-0.690237166488304,-0.773281804881782,-0.636075584842791,-0.986315058697378,-0.651979062656217,-2.30258509299405
"269",269,27126,"east-2","GSP-BI",1,0,"GSP-BI_19.5.",2021,75,100,"19.5.",25,NA,88,"qs75-100",1,3,-0.284828489830594,0.171369179881752,-0.332247869017775,-1.17499144800718,4.47847253294213,0,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-0.13897098112145,1.23227500677879,-0.164710788527012,1.30293366160097,0.492131610509142,0.313961764501807,0.400777984712434,1.44349569263531,1.57647101696764,0.625385421833694,1.23199784909967,1.33134031154107,-0.263851623659128,1.49069579807303,-0.28945317911294,-2.30258509299405
"270",270,27196,"south-3","GSP-LI",0,8,"GSP-LI_19.61.",2021,125,150,"19.61.",42,NA,NA,"qs125-150, no new; PresAlive22",2,1,0.203245607928512,-0.691141519449022,-0.157547990964043,-0.700541770553091,NA,0,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-1.04666584205755,1.17775104302312,-1.06158493423842,1.23264643925065,-0.387104533927382,-0.558919041635349,-0.0653527269721596,1.14107022492809,1.17728500151816,-0.0192102727353657,1.26186819882223,1.37088645665693,-0.366535916191879,1.54278590190607,-0.390231791295313,2.09186406167839
"271",271,27261,"south-16","GSP-LI",0,5,"GSP-LI_19.125.",2021,775,800,"19.125.",NA,NA,NA,"qs775-800, no new",2,1,0.203245607928512,-0.691141519449022,-0.157547990964043,NA,NA,NA,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-1.04666584205755,1.17775104302312,-1.06158493423842,1.23264643925065,-0.387104533927382,-0.558919041635349,-0.0653527269721596,1.14107022492809,1.17728500151816,-0.0192102727353657,1.26186819882223,1.37088645665693,-0.366535916191879,1.54278590190607,-0.390231791295313,1.62924053973028
"272",272,27316,"1","B2",0,27,"B2_20.1.",2021,25,50,"20.1.",216,14,NA,"sen burn, qs25-50",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,0.800008178304025,NA,0,NA,-0.904360792560058,-1.4481587968137,-0.911582408342339,-1.32197445121497,-1.01459528151009,0.611961582988961,-0.122559072992998,-1.34083626639621,-0.875095501511889,0.468345563901653,0.674331405599126,0.484287605766163,-0.913194525651242,-0.988519546902105,-0.922525351236396,-1.4912722531556,-0.537942660728217,-1.48651057724115,-0.625206071021021,0.836793460696836,0.747126882379809,-1.01912810008753,-0.601468051055327,-0.680065002819482,0.533316517647965,-0.411820718471953,-0.522147101032188,-2.00164469057682,-0.817018762199237,-1.91597484817994,3.29953372788566
"273",273,27371,"6","CH",1,0,"CH_20.16.",2021,25,50,"20.16.",45,0,156,"qs25-50",1,10,-0.284828489830594,3.19015662753946,-0.332247869017775,-0.637394479971484,5.05049682752139,0,NA,-0.278035030514376,-0.851431118358407,-0.293203457276998,-0.851594916854978,-0.836009520800546,0.171290817963301,-0.91218132512469,-0.748411756235274,-0.653519993648549,1.11713513316938,-0.876521666223589,-0.784352340588541,-0.781687842976128,1.78985090083703,-0.792843911129706,-0.28485391596056,-0.738112576753516,-0.311512788075091,-0.797280049505801,0.136776672475739,-0.0789825918420083,0.257046823454381,-0.718881335451252,-0.778083054030451,0.575910023244615,-0.690237166488304,-0.773281804881782,-0.636075584842791,-0.986315058697378,-0.651979062656217,-2.30258509299405
"274",274,27473,"28","IA",0,0,"IA_20.29.",2021,1800,1825,"20.29.",24,NA,45,"qs1825-1800",2,4,0.203245607928512,0.60262452954714,-0.157547990964043,-1.21228839045651,3.80888224650863,0,NA,1.73487841981753,-1.39528911325024,1.7735397115055,-1.28262263838348,-0.255605798494521,-0.810017691191063,0.131412996406075,-1.63246003559763,-0.936091308203372,1.4186069458698,-0.924047808747188,-0.810721036091786,-0.189907770938125,1.3110685417724,-0.203781513453305,0.0174772122878748,0.0729282129011675,-0.00614566218973301,-0.0423531673635484,-0.258467087633766,-0.452039643570776,0.740972007435419,0.156661147575233,0.0352960887014542,0.502777001311799,-0.373497186327604,-0.486154612385961,0.20279437207211,0.871764487891566,0.175920828197257,-2.30258509299405
"275",275,27522,"11","B2",0,131,"B2_21.18.",2021,25,50,"21.18.",7,NA,63,"qs25-50, no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,-2.33343221169375,4.14472076954717,0,NA,-0.904360792560058,-1.4481587968137,-0.911582408342339,-1.32197445121497,-1.01459528151009,0.611961582988961,-0.122559072992998,-1.34083626639621,-0.875095501511889,0.468345563901653,0.674331405599126,0.484287605766163,-0.913194525651242,-0.988519546902105,-0.922525351236396,-1.4912722531556,-0.537942660728217,-1.48651057724115,-0.625206071021021,0.836793460696836,0.747126882379809,-1.01912810008753,-0.601468051055327,-0.680065002819482,0.533316517647965,-0.411820718471953,-0.522147101032188,-2.00164469057682,-0.817018762199237,-1.91597484817994,4.87596039076965
"276",276,27525,"16","B2",0,0,"B2_21.23.",2021,25,50,"21.23.",272,8,123,"oldx=46, inf imm, qs25-50, no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,1.01139820486777,4.81299703319041,1,8,-0.904360792560058,-1.4481587968137,-0.911582408342339,-1.32197445121497,-1.01459528151009,0.611961582988961,-0.122559072992998,-1.34083626639621,-0.875095501511889,0.468345563901653,0.674331405599126,0.484287605766163,-0.913194525651242,-0.988519546902105,-0.922525351236396,-1.4912722531556,-0.537942660728217,-1.48651057724115,-0.625206071021021,0.836793460696836,0.747126882379809,-1.01912810008753,-0.601468051055327,-0.680065002819482,0.533316517647965,-0.411820718471953,-0.522147101032188,-2.00164469057682,-0.817018762199237,-1.91597484817994,-2.30258509299405
"277",277,27592,"south-4","GSP-LI",2,4,"GSP-LI_21.21.",2021,175,200,"21.21.",70,NA,8,"qs175-200",2,1,0.203245607928512,-0.691141519449022,-0.157547990964043,-0.232793396817394,2.09186406167839,0,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-1.04666584205755,1.17775104302312,-1.06158493423842,1.23264643925065,-0.387104533927382,-0.558919041635349,-0.0653527269721596,1.14107022492809,1.17728500151816,-0.0192102727353657,1.26186819882223,1.37088645665693,-0.366535916191879,1.54278590190607,-0.390231791295313,1.41098697371026
"278",278,27603,"18","IA",1,0,"IA_21.3.",2021,25,50,"21.3.",24,NA,NA,"qs25-50",2,4,0.203245607928512,0.60262452954714,-0.157547990964043,-1.21228839045651,NA,NA,NA,1.73487841981753,-1.39528911325024,1.7735397115055,-1.28262263838348,-0.255605798494521,-0.810017691191063,0.131412996406075,-1.63246003559763,-0.936091308203372,1.4186069458698,-0.924047808747188,-0.810721036091786,-0.189907770938125,1.3110685417724,-0.203781513453305,0.0174772122878748,0.0729282129011675,-0.00614566218973301,-0.0423531673635484,-0.258467087633766,-0.452039643570776,0.740972007435419,0.156661147575233,0.0352960887014542,0.502777001311799,-0.373497186327604,-0.486154612385961,0.20279437207211,0.871764487891566,0.175920828197257,-2.30258509299405
"279",279,27705,"south-20","GSP-LI",0,7,"GSP-LI_20.53.",2021,975,1000,"20.53.",NA,NA,24,"qs975-1000, no new",2,1,0.203245607928512,-0.691141519449022,-0.157547990964043,NA,3.18221184049661,NA,NA,0.425194347967027,-0.552095409947606,0.415071972440556,-0.593964558298405,-1.41641324310657,1.8421674686856,-0.508134851080587,-0.988032685474206,-0.758906438995621,0.930278180136138,-0.796477636710159,-0.738260441943084,-0.978947866988794,0.802436908451874,-0.987199528344396,-1.04666584205755,1.17775104302312,-1.06158493423842,1.23264643925065,-0.387104533927382,-0.558919041635349,-0.0653527269721596,1.14107022492809,1.17728500151816,-0.0192102727353657,1.26186819882223,1.37088645665693,-0.366535916191879,1.54278590190607,-0.390231791295313,1.96009478404727
"280",280,28065,"3","B1",0,0,"B1_56",2022,25,50,"56",NA,NA,543,"qs25-50; no new",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,NA,6.2972934650408,0,NA,-1.50333157694721,-1.48042485369435,-1.49198875989762,-1.34576865324558,1.06146418673838,-0.479004581814149,-1.274668733267,-0.840181473816141,-0.696410942015649,-0.967466041747631,-0.861513410689821,-0.775870837779855,0.401872301099877,-0.69838460113476,0.394274203271592,-1.82789142328259,-1.56414290812219,-1.80193921935623,-1.40860559246394,0.577879705620438,0.4169393735503,-2.02578716060356,-1.39184196455344,-1.27379820575789,-0.944588333469878,-1.68335574069144,-1.52092114959736,-1.15206746247675,-1.79257713346793,-1.14178161385733,-2.30258509299405
"281",281,28225,"6","B1",0,0,"B1_209",2022,25,50,"209",NA,NA,100,"qs25-50",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,NA,4.60616968632117,0,NA,-1.50333157694721,-1.48042485369435,-1.49198875989762,-1.34576865324558,1.06146418673838,-0.479004581814149,-1.274668733267,-0.840181473816141,-0.696410942015649,-0.967466041747631,-0.861513410689821,-0.775870837779855,0.401872301099877,-0.69838460113476,0.394274203271592,-1.82789142328259,-1.56414290812219,-1.80193921935623,-1.40860559246394,0.577879705620438,0.4169393735503,-2.02578716060356,-1.39184196455344,-1.27379820575789,-0.944588333469878,-1.68335574069144,-1.52092114959736,-1.15206746247675,-1.79257713346793,-1.14178161385733,-2.30258509299405
"282",282,28428,"5","B2",0,0,"B2_317",2022,25,50,"317",NA,NA,38,"qs25-50",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,NA,3.64021428213266,0,NA,-1.50333157694721,-1.48042485369435,-1.49198875989762,-1.34576865324558,1.06146418673838,-0.479004581814149,-1.274668733267,-0.840181473816141,-0.696410942015649,-0.967466041747631,-0.861513410689821,-0.775870837779855,0.401872301099877,-0.69838460113476,0.394274203271592,-1.62782092634473,-0.720773667589374,-1.61511679670492,-0.78274418627567,1.0434420471126,1.03141497933483,-2.17691788525737,-0.58828597571789,-0.668846567768771,-0.535141190809361,-0.853912254827458,-0.912428499408308,-1.44151823227177,-0.781583663834819,-1.41005781122437,-2.30258509299405
"283",283,28517,"14","B2",0,0,"B2_89",2022,25,50,"89",459,NA,1202,"inf imm, qs25-50, no new",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,1.49127739654776,7.09182530631021,1,6,-1.50333157694721,-1.48042485369435,-1.49198875989762,-1.34576865324558,1.06146418673838,-0.479004581814149,-1.274668733267,-0.840181473816141,-0.696410942015649,-0.967466041747631,-0.861513410689821,-0.775870837779855,0.401872301099877,-0.69838460113476,0.394274203271592,-1.62782092634473,-0.720773667589374,-1.61511679670492,-0.78274418627567,1.0434420471126,1.03141497933483,-2.17691788525737,-0.58828597571789,-0.668846567768771,-0.535141190809361,-0.853912254827458,-0.912428499408308,-1.44151823227177,-0.781583663834819,-1.41005781122437,-2.30258509299405
