"","...1","X","quad","site","num_news","num_fr","site_ID","startyear","startx","endx","ID","size0","rep0","size1","comm1","TSF","TBF","s.TSF","s.TBF","s.sq.TSF","s.logsize0","logsize1","prep1","crep1","s.T_RA","s.P_RA","s.sq.T_RA","s.sq.P_RA","s.T_RC","s.sq.T_RC","s.T_RW","s.P_RW","s.sq.P_RW","s.T_RD","s.P_RD","s.sq.P_RD","s.T_RH","s.P_RH","s.sq.T_RH","s.T_LA","s.P_LA","s.sq.T_LA","s.sq.P_LA","s.T_LC","s.sq.T_LC","s.T_LW","s.P_LW","s.sq.P_LW","s.T_LD","s.P_LD","s.sq.P_LD","s.T_LH","s.P_LH","s.sq.T_LH","log.fr"
"1",1,8012,"1","B1",0,0,"B1_10",2017,25,50,"10",28,0,108,"qs25-50, no new 18",2,2,0.203245607928512,-0.259886169783635,-0.157547990964043,-1.07141783649841,4.68305672464516,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.27497247394543,-1.65965558419395,-2.21249568004335,-1.4690371205153,-1.43149353941621,-1.16238801419305,-2.55351221288694,-1.48947520009183,-1.33636957476237,-2.33623345887767,-1.83062512216391,-1.61208329862218,-1.19813397201061,-1.6276903612905,-1.18478995649408,-2.30258509299405
"2",2,8021,"2","B1",0,0,"B1_21",2017,25,50,"21",70,0,96,"qs25-50, no new 18",2,2,0.203245607928512,-0.259886169783635,-0.157547990964043,-0.232793396817394,4.56538931597625,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.27497247394543,-1.65965558419395,-2.21249568004335,-1.4690371205153,-1.43149353941621,-1.16238801419305,-2.55351221288694,-1.48947520009183,-1.33636957476237,-2.33623345887767,-1.83062512216391,-1.61208329862218,-1.19813397201061,-1.6276903612905,-1.18478995649408,-2.30258509299405
"3",3,8092,"4","B1",0,9,"B1_77",2017,25,50,"77",98,0,NA,"qs 25-50; PresAlive18",2,2,0.203245607928512,-0.259886169783635,-0.157547990964043,0.0755049916563531,NA,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.27497247394543,-1.65965558419395,-2.21249568004335,-1.4690371205153,-1.43149353941621,-1.16238801419305,-2.55351221288694,-1.48947520009183,-1.33636957476237,-2.33623345887767,-1.83062512216391,-1.61208329862218,-1.19813397201061,-1.6276903612905,-1.18478995649408,2.2082744135228
"4",4,8135,"5","B1",0,45,"B1_123",2017,25,50,"123",24,0,NA,"qs 25-50 no news",2,2,0.203245607928512,-0.259886169783635,-0.157547990964043,-1.21228839045651,NA,NA,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.27497247394543,-1.65965558419395,-2.21249568004335,-1.4690371205153,-1.43149353941621,-1.16238801419305,-2.55351221288694,-1.48947520009183,-1.33636957476237,-2.33623345887767,-1.83062512216391,-1.61208329862218,-1.19813397201061,-1.6276903612905,-1.18478995649408,3.80888224650863
"5",5,8221,"6","B1",1,56,"B1_210",2017,25,50,"210",48,0,135,"qs25-50, no new 18",2,2,0.203245607928512,-0.259886169783635,-0.157547990964043,-0.578315373021186,4.90601524496615,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.27497247394543,-1.65965558419395,-2.21249568004335,-1.4690371205153,-1.43149353941621,-1.16238801419305,-2.55351221288694,-1.48947520009183,-1.33636957476237,-2.33623345887767,-1.83062512216391,-1.61208329862218,-1.19813397201061,-1.6276903612905,-1.18478995649408,4.02713581252865
"6",6,8362,"4","B2",0,0,"B2_257",2017,25,50,"257",NA,NA,373,"qs25-50 no new 18",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,NA,5.92184648022711,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,-2.30258509299405
"7",7,8424,"6","B2",0,0,"B2_319",2017,25,50,"319",320,0,232,"2 stems,QS25-50 no new 18",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,1.16043899102968,5.44716831328039,1,12,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,-2.30258509299405
"8",8,8433,"7","B2",0,14,"B2_329",2017,25,50,"329",228,0,135,"QS25-50 no new 18",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,0.849585937430007,4.90601524496615,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,2.64617479738412
"9",9,8442,"9","B2",0,0,"B2_338",2017,25,50,"338",136,0,576,"same pl as ys at 28, 35?,QS25-50 no new 18",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,0.375857021194989,6.35628125673834,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,-2.30258509299405
"10",10,8511,"14","B2",0,0,"B2_88",2017,25,50,"88",360,0,497,"qs25-50 no new",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,1.26845876283232,6.20879121310063,1,8,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,-2.30258509299405
"11",11,8517,"15","B2",0,0,"B2_97",2017,25,50,"97",50,0,440,"qs25-50 no new",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,-0.540942448393697,6.08700197381705,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,-2.30258509299405
"12",12,8534,"17","B2",0,0,"B2_109",2017,25,50,"109",39,0,420,"qs25-50 no new",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,-0.768359221754924,6.04049277817534,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,-2.30258509299405
"13",13,8585,"18","B2",0,16,"B2_163",2017,25,50,"163",408,0,204,"qs25-50 no new",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,1.38325075801678,5.3186100698158,1,8,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,2.77881927199042
"14",14,8607,"19","B2",0,0,"B2_186",2017,25,50,"186",333,0,672,"qs25-50 no new",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,1.19695918236151,6.51040713897592,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,-2.30258509299405
"15",15,8672,"20","B2",0,0,"B2_240",2017,25,50,"240",NA,NA,340,"qs25-50",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,NA,5.82923969201315,0,NA,-2.36862629476308,-1.41006152483415,-2.31153536203068,-1.29366347540778,-1.50570612346134,2.1604296878708,-2.61379419009847,-0.84324046440217,-0.697786546746978,-2.39424738572615,-1.27424043786845,-0.982082011206066,0.270365618424768,-0.465560261938743,0.260595732476686,-2.02070675261557,-0.84047695015244,-1.98017498703592,-0.881668329739562,-0.827215084410469,-0.870592590652799,-2.66821169290401,-0.809228219686438,-0.851173747871396,-1.83071476571578,-1.12744319456097,-1.13093640801354,-1.48440456252265,-0.0602826191412972,-1.44941045957241,-2.30258509299405
"16",16,8684,"1","CH",0,0,"CH_2",2017,25,50,"2",531,0,210,"qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,1.6249231737124,5.34758360785095,0,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"17",17,8711,"2","CH",0,0,"CH_7",2017,25,50,"7",184,0,183,"qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,0.652987116255933,5.21003245168046,0,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"18",18,8725,"3","CH",0,0,"CH_31",2017,25,50,"31",80,0,144,"qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,-0.110458176544542,4.97050750300548,0,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"19",19,8767,"4","CH",0,33,"CH_72",2017,25,50,"72",168,0,258,"stalk broken off, qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,0.569579025920345,5.55334710672457,0,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,3.49953328238302
"20",20,8793,"5","CH",0,20,"CH_94",2017,25,50,"94",60,0,343,"qs25-50 no new 18",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,-0.373989818872417,5.8380219498644,0,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,3.00071981506503
"21",21,8807,"6","CH",0,0,"CH_102",2017,25,50,"102",36,0,152,"same pl?, qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,-0.84159317604122,5.02453819926525,0,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"22",22,8824,"7","CH",0,0,"CH_116",2017,25,50,"116",120,0,441,"qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,0.261124922735442,6.08927160711089,0,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"23",23,8842,"8","CH",0,0,"CH_253",2017,25,50,"253",57,0,40,"qs25-50 no new 18",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,-0.420964846147691,3.69137633431252,0,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"24",24,8864,"9","CH",0,0,"CH_143",2017,25,50,"143",160,0,NA,"qs25-50 no new 18",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,0.524847268207577,NA,NA,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"25",25,8874,"10","CH",0,0,"CH_153",2017,25,50,"153",168,0,776,"qs25-50 no new 18",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,0.569579025920345,6.65428137786009,0,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"26",26,8904,"11","CH",0,11,"CH_175",2017,25,50,"175",186,3,200,"qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,0.66289945932411,5.29881724158969,1,9,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,2.40694510831829
"27",27,8926,"12","CH",0,0,"CH_240",2017,25,50,"240",72,0,154,"qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,-0.206986394750423,5.03760174232607,1,5,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"28",28,8937,"13","CH",0,0,"CH_198",2017,25,50,"198",22,0,NA,"qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,-1.29176476579346,NA,NA,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"29",29,8942,"14","CH",0,0,"CH_202",2017,25,50,"202",NA,NA,NA,"qs25-50",8,2,3.13169019448315,-0.259886169783635,3.3364495701106,NA,NA,NA,NA,-1.11442637570996,0.309758181671541,-1.11635777297348,0.228680295482364,0.190858603279344,-1.09563763148547,-1.84495147091768,0.422161974685125,0.169130024655375,-1.63640004089628,-0.0760813710892846,-0.228480086538181,-1.50497459768924,-0.343775222974672,-1.50059591452019,-1.15211106619151,-0.877369980862454,-1.16321794457202,-0.911484028657975,0.134293633350519,-0.0815366197962675,-0.708003769640027,-0.694591981117116,-0.758087017700099,-2.10816878570043,-1.02501927599495,-1.05117220413539,-0.565331650655731,-1.04585860624971,-0.58367143936765,-2.30258509299405
"30",30,9014,"1","CM",0,16,"CM_15",2017,25,50,"15",NA,NA,10,"qs25-50",0,1,-0.7729025875897,-0.691141519449022,-0.390481161702352,NA,2.31253542384721,0,NA,-0.866683181823076,0.490914597411065,-0.874714202131131,0.41686368950605,0.257828263545424,-1.1032881656005,-1.74105380616349,0.220268596007217,-0.00922512646334233,-1.57527211574043,0.0214722898802089,-0.146307800762331,-1.11045454966391,0.211421278185061,-1.11621479666972,0.281569646785968,0.85135171161059,0.264176646340501,0.826368903338793,0.0742201061274712,-0.14251696927777,0.523897172112669,0.914988431290406,0.893713299158261,-2.21485637423343,0.720258685155262,0.686355259567427,0.728120877392061,0.653077627191103,0.714307217985599,2.77881927199042
"31",31,9070,"2","CM",0,0,"CM_18.41.",2017,25,50,"18.41.",NA,NA,60,"added qs 25-50",0,1,-0.7729025875897,-0.691141519449022,-0.390481161702352,NA,4.09600984154116,0,NA,-0.866683181823076,0.490914597411065,-0.874714202131131,0.41686368950605,0.257828263545424,-1.1032881656005,-1.74105380616349,0.220268596007217,-0.00922512646334233,-1.57527211574043,0.0214722898802089,-0.146307800762331,-1.11045454966391,0.211421278185061,-1.11621479666972,0.281569646785968,0.85135171161059,0.264176646340501,0.826368903338793,0.0742201061274712,-0.14251696927777,0.523897172112669,0.914988431290406,0.893713299158261,-2.21485637423343,0.720258685155262,0.686355259567427,0.728120877392061,0.653077627191103,0.714307217985599,-2.30258509299405
"32",32,9426,"6","CM",0,0,"CM_229",2017,25,50,"229",105,0,150,"qs25-50",0,1,-0.7729025875897,-0.691141519449022,-0.390481161702352,0.138735218285233,5.01130173863942,0,NA,-0.866683181823076,0.490914597411065,-0.874714202131131,0.41686368950605,0.257828263545424,-1.1032881656005,-1.74105380616349,0.220268596007217,-0.00922512646334233,-1.57527211574043,0.0214722898802089,-0.146307800762331,-1.11045454966391,0.211421278185061,-1.11621479666972,0.281569646785968,0.85135171161059,0.264176646340501,0.826368903338793,0.0742201061274712,-0.14251696927777,0.523897172112669,0.914988431290406,0.893713299158261,-2.21485637423343,0.720258685155262,0.686355259567427,0.728120877392061,0.653077627191103,0.714307217985599,-2.30258509299405
"33",33,9503,"7","CM",0,9,"CM_317",2017,25,50,"317",140,0,264,"qs25-50",0,1,-0.7729025875897,-0.691141519449022,-0.390481161702352,0.402430303438505,5.57632781930309,0,NA,-0.866683181823076,0.490914597411065,-0.874714202131131,0.41686368950605,0.257828263545424,-1.1032881656005,-1.74105380616349,0.220268596007217,-0.00922512646334233,-1.57527211574043,0.0214722898802089,-0.146307800762331,-1.11045454966391,0.211421278185061,-1.11621479666972,0.281569646785968,0.85135171161059,0.264176646340501,0.826368903338793,0.0742201061274712,-0.14251696927777,0.523897172112669,0.914988431290406,0.893713299158261,-2.21485637423343,0.720258685155262,0.686355259567427,0.728120877392061,0.653077627191103,0.714307217985599,2.2082744135228
"34",34,9626,"east-5","GSP-BI",0,0,"GSP-BI_116",2017,175,200,"116",NA,NA,160,"qs175-200",1,0,-0.284828489830594,-1.12239686911441,-0.332247869017775,NA,5.07579862000267,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,-0.371349462145014,1.26070259729639,-0.398072510404554,1.33985461207387,0.00748245775943903,-0.208436436866788,-1.25730690268479,1.28170086210411,1.36008337773583,-1.04167159445646,1.10831554141385,1.16982236843234,-0.729867800543833,1.09872260537953,-0.742112057561932,-2.30258509299405
"35",35,9655,"east-5","GSP-BI",0,0,"GSP-BI_144",2017,225,250,"144",NA,NA,40,"qs225-250 no news",1,0,-0.284828489830594,-1.12239686911441,-0.332247869017775,NA,3.69137633431252,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,-0.371349462145014,1.26070259729639,-0.398072510404554,1.33985461207387,0.00748245775943903,-0.208436436866788,-1.25730690268479,1.28170086210411,1.36008337773583,-1.04167159445646,1.10831554141385,1.16982236843234,-0.729867800543833,1.09872260537953,-0.742112057561932,-2.30258509299405
"36",36,9671,"east-6","GSP-BI",0,0,"GSP-BI_161",2017,275,300,"161",NA,NA,120,"old y=17. qs275-300. no news",1,0,-0.284828489830594,-1.12239686911441,-0.332247869017775,NA,4.78832472908594,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,-0.371349462145014,1.26070259729639,-0.398072510404554,1.33985461207387,0.00748245775943903,-0.208436436866788,-1.25730690268479,1.28170086210411,1.36008337773583,-1.04167159445646,1.10831554141385,1.16982236843234,-0.729867800543833,1.09872260537953,-0.742112057561932,-2.30258509299405
