1-Wire/iButton Part Number: DS1921G-F5,,
1-Wire/iButton Registration Number: 9300000037E25B21,,
Is Mission Active?  true,,
Mission Start:  Wed Jun 15 23:55:00 EDT 2016,,
Sample Rate:  Every 255 minute(s),,
Number of Mission Samples:  681,,
Total Samples:  6452,,
Roll Over Enabled?  false,,
Roll Over Occurred?  Roll over has NOT occurred,,
Active Alarms:  None fired,,
Next Clock Alarm At:  Disabled,,
High Temperature Alarm:  85 •À_C,,
Low Temperature Alarm:  -40 •À_C,,
,,
Date/Time,Unit,Value
9/21/16 0:55,C,22.5
9/21/16 5:10,C,21.5
9/21/16 9:25,C,22.5
9/21/16 13:40,C,24.5
9/21/16 17:55,C,23.5
9/21/16 22:10,C,22.5
9/22/16 2:25,C,22.5
9/22/16 6:40,C,22.5
9/22/16 10:55,C,24.5
9/22/16 15:10,C,26
9/22/16 19:25,C,23
9/22/16 23:40,C,23
9/23/16 3:55,C,23
9/23/16 8:10,C,23
9/23/16 12:25,C,25
9/23/16 16:40,C,25
9/23/16 20:55,C,23.5
9/24/16 1:10,C,22
9/24/16 5:25,C,21.5
9/24/16 9:40,C,22.5
9/24/16 13:55,C,27
9/24/16 18:10,C,25.5
9/24/16 22:25,C,23.5
9/25/16 2:40,C,22.5
9/25/16 6:55,C,22.5
9/25/16 11:10,C,24.5
9/25/16 15:25,C,26
9/25/16 19:40,C,23.5
9/25/16 23:55,C,23
9/26/16 4:10,C,22.5
9/26/16 8:25,C,22
9/26/16 12:40,C,23
9/26/16 16:55,C,24.5
9/26/16 21:10,C,22.5
9/27/16 1:25,C,22.5
9/27/16 5:40,C,21.5
9/27/16 9:55,C,22.5
9/27/16 14:10,C,26
9/27/16 18:25,C,24.5
9/27/16 22:40,C,23
9/28/16 2:55,C,22
9/28/16 7:10,C,22
9/28/16 11:25,C,24.5
9/28/16 15:40,C,25.5
9/28/16 19:55,C,22
9/29/16 0:10,C,22
9/29/16 4:25,C,20
9/29/16 8:40,C,21
9/29/16 12:55,C,25
9/29/16 17:10,C,23.5
9/29/16 21:25,C,22
9/30/16 1:40,C,22.5
9/30/16 5:55,C,22.5
9/30/16 10:10,C,23.5
9/30/16 14:25,C,27
9/30/16 18:40,C,24
9/30/16 22:55,C,22.5
10/1/16 3:10,C,21
10/1/16 7:25,C,19.5
10/1/16 11:40,C,23
10/1/16 15:55,C,24.5
10/1/16 20:10,C,22
10/2/16 0:25,C,20.5
10/2/16 4:40,C,20
10/2/16 8:55,C,20
10/2/16 13:10,C,25
10/2/16 17:25,C,23.5
10/2/16 21:40,C,20.5
10/3/16 1:55,C,19.5
10/3/16 6:10,C,19
10/3/16 10:25,C,21.5
10/3/16 14:40,C,24.5
10/3/16 18:55,C,22.5
10/3/16 23:10,C,21
10/4/16 3:25,C,20
10/4/16 7:40,C,20
10/4/16 11:55,C,22.5
10/4/16 16:10,C,23
10/4/16 20:25,C,20.5
10/5/16 0:40,C,19.5
10/5/16 4:55,C,19
10/5/16 9:10,C,19.5
10/5/16 13:25,C,21
10/5/16 17:40,C,21.5
10/5/16 21:55,C,20.5
10/6/16 2:10,C,19.5
10/6/16 6:25,C,19.5
10/6/16 10:40,C,20.5
10/6/16 14:55,C,22.5
10/6/16 19:10,C,21
10/6/16 23:25,C,20.5
10/7/16 3:40,C,20.5
10/7/16 7:55,C,20.5
10/7/16 12:10,C,23
10/7/16 16:25,C,23.5
10/7/16 20:40,C,22
10/8/16 0:55,C,22
10/8/16 5:10,C,21.5
10/8/16 9:25,C,21
10/8/16 13:40,C,20
10/8/16 17:55,C,20
10/8/16 22:10,C,20
10/9/16 2:25,C,19.5
10/9/16 6:40,C,18
10/9/16 10:55,C,19
10/9/16 15:10,C,20.5
10/9/16 19:25,C,19
10/9/16 23:40,C,17.5
10/10/16 3:55,C,16.5
10/10/16 8:10,C,15.5
10/10/16 12:25,C,19.5
10/10/16 16:40,C,19
10/10/16 20:55,C,16.5
10/11/16 1:10,C,15
10/11/16 5:25,C,14
10/11/16 9:40,C,15
10/11/16 13:55,C,18.5
10/11/16 18:10,C,18
10/11/16 22:25,C,15.5
10/12/16 2:40,C,15
10/12/16 6:55,C,14.5
10/12/16 11:10,C,17.5
10/12/16 15:25,C,20
10/12/16 19:40,C,18
10/12/16 23:55,C,16.5
10/13/16 4:10,C,16
10/13/16 8:25,C,15.5
10/13/16 12:40,C,22
10/13/16 16:55,C,20.5
10/13/16 21:10,C,18
10/14/16 1:25,C,17.5
10/14/16 5:40,C,16.5
10/14/16 9:55,C,17.5
